시간,전일유입량,저수량(현재),전일방류량(본댐),저수량차이,2일전유입량,3일전유입량,4일전유입량,5일전유입량,6일전유입량,7일전유입량,당일유입량,1일후유입량,2일후유입량,평균기온(°C),1일전평균기온(°C),2일전평균기온(°C),3일전평균기온(°C),4일전평균기온(°C),5일전평균기온(°C),6일전평균기온(°C),7일전평균기온(°C),평균강수량(mm),1일전평균강수량(mm),2일전평균강수량(mm),3일전평균강수량(mm),4일전평균강수량(mm),5일전평균강수량(mm),6일전평균강수량(mm),7일전평균강수량(mm),평균습도(%),1일전평균습도(%),2일전평균습도(%),3일전평균습도(%),4일전평균습도(%),5일전평균습도(%),6일전평균습도(%),7일전평균습도(%),1일후평균강수량(mm),2일후평균강수량(mm),3일후평균강수량(mm)
2006-03-19,3.6,335.6,13.4,32.0,5.0,3.4,4.9,5.1,1.9,5.0,3.3,3.3,3.4,7.420833333,8.845833333,8.75,6.679166667,6.666666667,3.633333333,-0.416666667,3.583333333,0.450421941,0.482045534,0.243055556,0.633680556,0.0,0.0,0.0,0.0,42.16666667,73.25,61.375,70.25,44.75,42.08333333,48.0,27.91666667,0.39978903,0.349156118,0.298523207
2006-03-20,3.3,334.9,13.1,31.899999999999977,3.6,5.0,3.4,4.9,5.1,1.9,3.3,3.4,1.8,6.291666667,7.420833333,8.845833333,8.75,6.679166667,6.666666667,3.633333333,-0.416666667,0.39978903,0.450421941,0.482045534,0.243055556,0.633680556,0.0,0.0,0.0,46.29166667,42.16666667,73.25,61.375,70.25,44.75,42.08333333,48.0,0.349156118,0.298523207,0.247890295
2006-03-21,3.3,334.2,13.1,31.69999999999999,3.3,3.6,5.0,3.4,4.9,5.1,3.4,1.8,3.6,10.4875,6.291666667,7.420833333,8.845833333,8.75,6.679166667,6.666666667,3.633333333,0.349156118,0.39978903,0.450421941,0.482045534,0.243055556,0.633680556,0.0,0.0,43.66666667,46.29166667,42.16666667,73.25,61.375,70.25,44.75,42.08333333,0.298523207,0.247890295,0.197257384
2006-03-22,3.4,333.4,13.2,31.299999999999955,3.3,3.3,3.6,5.0,3.4,4.9,1.8,3.6,3.5,10.76666667,10.4875,6.291666667,7.420833333,8.845833333,8.75,6.679166667,6.666666667,0.298523207,0.349156118,0.39978903,0.450421941,0.482045534,0.243055556,0.633680556,0.0,53.54166667,43.66666667,46.29166667,42.16666667,73.25,61.375,70.25,44.75,0.247890295,0.197257384,0.146624473
2006-03-23,1.8,332.6,13.2,30.90000000000004,3.4,3.3,3.3,3.6,5.0,3.4,3.6,3.5,2.0,11.39583333,10.76666667,10.4875,6.291666667,7.420833333,8.845833333,8.75,6.679166667,0.247890295,0.298523207,0.349156118,0.39978903,0.450421941,0.482045534,0.243055556,0.633680556,36.91666667,53.54166667,43.66666667,46.29166667,42.16666667,73.25,61.375,70.25,0.197257384,0.146624473,0.095991561
2006-03-24,3.6,331.4,13.3,30.09999999999997,1.8,3.4,3.3,3.3,3.6,5.0,3.5,2.0,3.7,5.879166667,11.39583333,10.76666667,10.4875,6.291666667,7.420833333,8.845833333,8.75,0.197257384,0.247890295,0.298523207,0.349156118,0.39978903,0.450421941,0.482045534,0.243055556,45.66666667,36.91666667,53.54166667,43.66666667,46.29166667,42.16666667,73.25,61.375,0.146624473,0.095991561,0.04535865
2006-03-25,3.5,330.7,13.2,29.899999999999977,3.6,1.8,3.4,3.3,3.3,3.6,2.0,3.7,3.6,9.5,5.879166667,11.39583333,10.76666667,10.4875,6.291666667,7.420833333,8.845833333,0.146624473,0.197257384,0.247890295,0.298523207,0.349156118,0.39978903,0.450421941,0.482045534,42.08333333,45.66666667,36.91666667,53.54166667,43.66666667,46.29166667,42.16666667,73.25,0.095991561,0.04535865,0.003955696
2006-03-26,2.0,329.6,13.3,29.40000000000004,3.5,3.6,1.8,3.4,3.3,3.3,3.7,3.6,3.3,12.93333333,9.5,5.879166667,11.39583333,10.76666667,10.4875,6.291666667,7.420833333,0.095991561,0.146624473,0.197257384,0.247890295,0.298523207,0.349156118,0.39978903,0.450421941,44.95833333,42.08333333,45.66666667,36.91666667,53.54166667,43.66666667,46.29166667,42.16666667,0.04535865,0.003955696,0.0
2006-03-27,3.7,329.0,13.4,29.30000000000001,2.0,3.5,3.6,1.8,3.4,3.3,3.6,3.3,2.0,10.77916667,12.93333333,9.5,5.879166667,11.39583333,10.76666667,10.4875,6.291666667,0.04535865,0.095991561,0.146624473,0.197257384,0.247890295,0.298523207,0.349156118,0.39978903,50.91666667,44.95833333,42.08333333,45.66666667,36.91666667,53.54166667,43.66666667,46.29166667,0.003955696,0.0,0.0
2006-03-28,3.6,327.9,13.3,28.69999999999999,3.7,2.0,3.5,3.6,1.8,3.4,3.3,2.0,2.0,5.5625,10.77916667,12.93333333,9.5,5.879166667,11.39583333,10.76666667,10.4875,0.003955696,0.04535865,0.095991561,0.146624473,0.197257384,0.247890295,0.298523207,0.349156118,47.54166667,50.91666667,44.95833333,42.08333333,45.66666667,36.91666667,53.54166667,43.66666667,0.0,0.0,0.0
2006-03-29,3.3,327.0,13.0,28.19999999999999,3.6,3.7,2.0,3.5,3.6,1.8,2.0,2.0,3.6,6.35,5.5625,10.77916667,12.93333333,9.5,5.879166667,11.39583333,10.76666667,0.0,0.003955696,0.04535865,0.095991561,0.146624473,0.197257384,0.247890295,0.298523207,38.20833333,47.54166667,50.91666667,44.95833333,42.08333333,45.66666667,36.91666667,53.54166667,0.0,0.0,0.333333333
2006-03-30,2.0,326.0,13.3,27.600000000000023,3.3,3.6,3.7,2.0,3.5,3.6,2.0,3.6,3.8,9.083333333,6.35,5.5625,10.77916667,12.93333333,9.5,5.879166667,11.39583333,0.0,0.0,0.003955696,0.04535865,0.095991561,0.146624473,0.197257384,0.247890295,33.91666667,38.20833333,47.54166667,50.91666667,44.95833333,42.08333333,45.66666667,36.91666667,0.0,0.333333333,0.3125
2006-03-31,2.0,325.3,13.2,27.40000000000004,2.0,3.3,3.6,3.7,2.0,3.5,3.6,3.8,3.9,8.0125,9.083333333,6.35,5.5625,10.77916667,12.93333333,9.5,5.879166667,0.0,0.0,0.0,0.003955696,0.04535865,0.095991561,0.146624473,0.197257384,51.625,33.91666667,38.20833333,47.54166667,50.91666667,44.95833333,42.08333333,45.66666667,0.333333333,0.3125,0.210784314
2006-04-01,3.6,324.2,13.2,26.80000000000001,2.0,2.0,3.3,3.6,3.7,2.0,3.8,3.9,5.6,8.908333333,8.0125,9.083333333,6.35,5.5625,10.77916667,12.93333333,9.5,0.333333333,0.0,0.0,0.0,0.003955696,0.04535865,0.095991561,0.146624473,79.125,51.625,33.91666667,38.20833333,47.54166667,50.91666667,44.95833333,42.08333333,0.3125,0.210784314,0.851537624
2006-04-02,3.8,323.0,18.2,26.0,3.6,2.0,2.0,3.3,3.6,3.7,3.9,5.6,10.2,12.8875,8.908333333,8.0125,9.083333333,6.35,5.5625,10.77916667,12.93333333,0.3125,0.333333333,0.0,0.0,0.0,0.003955696,0.04535865,0.095991561,62.75,79.125,51.625,33.91666667,38.20833333,47.54166667,50.91666667,44.95833333,0.210784314,0.851537624,0.442307692
2006-04-03,3.9,321.8,18.3,25.19999999999999,3.8,3.6,2.0,2.0,3.3,3.6,5.6,10.2,8.3,12.7375,12.8875,8.908333333,8.0125,9.083333333,6.35,5.5625,10.77916667,0.210784314,0.3125,0.333333333,0.0,0.0,0.0,0.003955696,0.04535865,53.33333333,62.75,79.125,51.625,33.91666667,38.20833333,47.54166667,50.91666667,0.851537624,0.442307692,0.33974359
2006-04-04,5.6,320.9,18.4,24.899999999999977,3.9,3.8,3.6,2.0,2.0,3.3,10.2,8.3,7.0,10.64583333,12.7375,12.8875,8.908333333,8.0125,9.083333333,6.35,5.5625,0.851537624,0.210784314,0.3125,0.333333333,0.0,0.0,0.0,0.003955696,81.83333333,53.33333333,62.75,79.125,51.625,33.91666667,38.20833333,47.54166667,0.442307692,0.33974359,0.237179487
2006-04-05,10.2,320.1,18.2,24.700000000000045,5.6,3.9,3.8,3.6,2.0,2.0,8.3,7.0,5.1,13.7375,10.64583333,12.7375,12.8875,8.908333333,8.0125,9.083333333,6.35,0.442307692,0.851537624,0.210784314,0.3125,0.333333333,0.0,0.0,0.0,67.54166667,81.83333333,53.33333333,62.75,79.125,51.625,33.91666667,38.20833333,0.33974359,0.237179487,0.134615385
2006-04-06,8.3,319.3,17.8,24.19999999999999,10.2,5.6,3.9,3.8,3.6,2.0,7.0,5.1,5.7,11.77083333,13.7375,10.64583333,12.7375,12.8875,8.908333333,8.0125,9.083333333,0.33974359,0.442307692,0.851537624,0.210784314,0.3125,0.333333333,0.0,0.0,67.29166667,67.54166667,81.83333333,53.33333333,62.75,79.125,51.625,33.91666667,0.237179487,0.134615385,0.221331909
2006-04-07,7.0,318.2,18.1,23.69999999999999,8.3,10.2,5.6,3.9,3.8,3.6,5.1,5.7,5.6,13.80416667,11.77083333,13.7375,10.64583333,12.7375,12.8875,8.908333333,8.0125,0.237179487,0.33974359,0.442307692,0.851537624,0.210784314,0.3125,0.333333333,0.0,58.0,67.29166667,67.54166667,81.83333333,53.33333333,62.75,79.125,51.625,0.134615385,0.221331909,0.697916667
2006-04-08,5.1,317.1,19.4,23.200000000000045,7.0,8.3,10.2,5.6,3.9,3.8,5.7,5.6,13.5,15.825,13.80416667,11.77083333,13.7375,10.64583333,12.7375,12.8875,8.908333333,0.134615385,0.237179487,0.33974359,0.442307692,0.851537624,0.210784314,0.3125,0.333333333,29.33333333,58.0,67.29166667,67.54166667,81.83333333,53.33333333,62.75,79.125,0.221331909,0.697916667,0.65625
2006-04-09,5.7,315.8,18.4,22.5,5.1,7.0,8.3,10.2,5.6,3.9,5.6,13.5,40.4,13.56666667,15.825,13.80416667,11.77083333,13.7375,10.64583333,12.7375,12.8875,0.221331909,0.134615385,0.237179487,0.33974359,0.442307692,0.851537624,0.210784314,0.3125,55.41666667,29.33333333,58.0,67.29166667,67.54166667,81.83333333,53.33333333,62.75,0.697916667,0.65625,0.0
2006-04-10,5.6,315.0,18.2,21.399999999999977,5.7,5.1,7.0,8.3,10.2,5.6,13.5,40.4,29.3,13.05416667,13.56666667,15.825,13.80416667,11.77083333,13.7375,10.64583333,12.7375,0.697916667,0.221331909,0.134615385,0.237179487,0.33974359,0.442307692,0.851537624,0.210784314,85.41666667,55.41666667,29.33333333,58.0,67.29166667,67.54166667,81.83333333,53.33333333,0.65625,0.0,0.0
2006-04-11,13.5,315.8,18.2,22.40000000000004,5.6,5.7,5.1,7.0,8.3,10.2,40.4,29.3,16.6,13.72083333,13.05416667,13.56666667,15.825,13.80416667,11.77083333,13.7375,10.64583333,0.65625,0.697916667,0.221331909,0.134615385,0.237179487,0.33974359,0.442307692,0.851537624,85.75,85.41666667,55.41666667,29.33333333,58.0,67.29166667,67.54166667,81.83333333,0.0,0.0,0.0
2006-04-12,40.4,317.5,18.3,24.30000000000001,13.5,5.6,5.7,5.1,7.0,8.3,29.3,16.6,12.0,16.29583333,13.72083333,13.05416667,13.56666667,15.825,13.80416667,11.77083333,13.7375,0.0,0.65625,0.697916667,0.221331909,0.134615385,0.237179487,0.33974359,0.442307692,70.04166667,85.75,85.41666667,55.41666667,29.33333333,58.0,67.29166667,67.54166667,0.0,0.0,0.0
2006-04-13,29.3,317.9,18.2,25.0,40.4,13.5,5.6,5.7,5.1,7.0,16.6,12.0,10.5,10.72083333,16.29583333,13.72083333,13.05416667,13.56666667,15.825,13.80416667,11.77083333,0.0,0.0,0.65625,0.697916667,0.221331909,0.134615385,0.237179487,0.33974359,71.04166667,70.04166667,85.75,85.41666667,55.41666667,29.33333333,58.0,67.29166667,0.0,0.0,0.0
2006-04-14,16.6,317.6,18.2,25.200000000000045,29.3,40.4,13.5,5.6,5.7,5.1,12.0,10.5,7.1,10.37083333,10.72083333,16.29583333,13.72083333,13.05416667,13.56666667,15.825,13.80416667,0.0,0.0,0.0,0.65625,0.697916667,0.221331909,0.134615385,0.237179487,50.66666667,71.04166667,70.04166667,85.75,85.41666667,55.41666667,29.33333333,58.0,0.0,0.0,0.0
2006-04-15,12.0,316.5,18.3,24.80000000000001,16.6,29.3,40.4,13.5,5.6,5.7,10.5,7.1,7.1,9.595833333,10.37083333,10.72083333,16.29583333,13.72083333,13.05416667,13.56666667,15.825,0.0,0.0,0.0,0.0,0.65625,0.697916667,0.221331909,0.134615385,59.83333333,50.66666667,71.04166667,70.04166667,85.75,85.41666667,55.41666667,29.33333333,0.0,0.0,0.0
2006-04-16,10.5,315.9,18.4,24.799999999999955,12.0,16.6,29.3,40.4,13.5,5.6,7.1,7.1,5.7,9.795833333,9.595833333,10.37083333,10.72083333,16.29583333,13.72083333,13.05416667,13.56666667,0.0,0.0,0.0,0.0,0.0,0.65625,0.697916667,0.221331909,38.95833333,59.83333333,50.66666667,71.04166667,70.04166667,85.75,85.41666667,55.41666667,0.0,0.0,0.760416667
2006-04-17,7.1,315.0,18.2,24.30000000000001,10.5,12.0,16.6,29.3,40.4,13.5,7.1,5.7,11.3,10.94583333,9.795833333,9.595833333,10.37083333,10.72083333,16.29583333,13.72083333,13.05416667,0.0,0.0,0.0,0.0,0.0,0.0,0.65625,0.697916667,50.75,38.95833333,59.83333333,50.66666667,71.04166667,70.04166667,85.75,85.41666667,0.0,0.760416667,0.020833333
2006-04-18,7.1,313.9,18.1,23.0,7.1,10.5,12.0,16.6,29.3,40.4,5.7,11.3,17.4,14.64166667,10.94583333,9.795833333,9.595833333,10.37083333,10.72083333,16.29583333,13.72083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65625,59.41666667,50.75,38.95833333,59.83333333,50.66666667,71.04166667,70.04166667,85.75,0.760416667,0.020833333,0.0
2006-04-19,5.7,313.1,18.3,22.600000000000023,7.1,7.1,10.5,12.0,16.6,29.3,11.3,17.4,12.0,14.20416667,14.64166667,10.94583333,9.795833333,9.595833333,10.37083333,10.72083333,16.29583333,0.760416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.375,59.41666667,50.75,38.95833333,59.83333333,50.66666667,71.04166667,70.04166667,0.020833333,0.0,0.020833333
2006-04-20,11.3,313.0,17.6,23.100000000000023,5.7,7.1,7.1,10.5,12.0,16.6,17.4,12.0,10.4,9.5375,14.20416667,14.64166667,10.94583333,9.795833333,9.595833333,10.37083333,10.72083333,0.020833333,0.760416667,0.0,0.0,0.0,0.0,0.0,0.0,49.25,70.375,59.41666667,50.75,38.95833333,59.83333333,50.66666667,71.04166667,0.0,0.020833333,0.0
2006-04-21,17.4,312.8,17.4,23.600000000000023,11.3,5.7,7.1,7.1,10.5,12.0,12.0,10.4,9.7,13.77916667,9.5375,14.20416667,14.64166667,10.94583333,9.795833333,9.595833333,10.37083333,0.0,0.020833333,0.760416667,0.0,0.0,0.0,0.0,0.0,44.16666667,49.25,70.375,59.41666667,50.75,38.95833333,59.83333333,50.66666667,0.020833333,0.0,0.0
2006-04-22,12.0,312.0,18.3,23.399999999999977,17.4,11.3,5.7,7.1,7.1,10.5,10.4,9.7,9.0,11.81666667,13.77916667,9.5375,14.20416667,14.64166667,10.94583333,9.795833333,9.595833333,0.020833333,0.0,0.020833333,0.760416667,0.0,0.0,0.0,0.0,69.58333333,44.16666667,49.25,70.375,59.41666667,50.75,38.95833333,59.83333333,0.0,0.0,0.0
2006-04-23,10.4,311.0,18.2,22.19999999999999,12.0,17.4,11.3,5.7,7.1,7.1,9.7,9.0,7.6,13.0875,11.81666667,13.77916667,9.5375,14.20416667,14.64166667,10.94583333,9.795833333,0.0,0.020833333,0.0,0.020833333,0.760416667,0.0,0.0,0.0,59.33333333,69.58333333,44.16666667,49.25,70.375,59.41666667,50.75,38.95833333,0.0,0.0,0.178385417
2006-04-24,9.7,310.6,19.1,22.40000000000004,10.4,12.0,17.4,11.3,5.7,7.1,9.0,7.6,7.4,12.37083333,13.0875,11.81666667,13.77916667,9.5375,14.20416667,14.64166667,10.94583333,0.0,0.0,0.020833333,0.0,0.020833333,0.760416667,0.0,0.0,36.625,59.33333333,69.58333333,44.16666667,49.25,70.375,59.41666667,50.75,0.0,0.178385417,0.34765625
2006-04-25,9.0,309.7,18.4,22.09999999999997,9.7,10.4,12.0,17.4,11.3,5.7,7.6,7.4,7.3,13.87083333,12.37083333,13.0875,11.81666667,13.77916667,9.5375,14.20416667,14.64166667,0.0,0.0,0.0,0.020833333,0.0,0.020833333,0.760416667,0.0,37.58333333,36.625,59.33333333,69.58333333,44.16666667,49.25,70.375,59.41666667,0.178385417,0.34765625,0.16015625
2006-04-26,7.6,308.5,18.5,21.600000000000023,9.0,9.7,10.4,12.0,17.4,11.3,7.4,7.3,5.8,12.42916667,13.87083333,12.37083333,13.0875,11.81666667,13.77916667,9.5375,14.20416667,0.178385417,0.0,0.0,0.0,0.020833333,0.0,0.020833333,0.760416667,67.41666667,37.58333333,36.625,59.33333333,69.58333333,44.16666667,49.25,70.375,0.34765625,0.16015625,0.309537542
2006-04-27,7.4,307.8,18.3,21.5,7.6,9.0,9.7,10.4,12.0,17.4,7.3,5.8,5.9,13.54583333,12.42916667,13.87083333,12.37083333,13.0875,11.81666667,13.77916667,9.5375,0.34765625,0.178385417,0.0,0.0,0.0,0.020833333,0.0,0.020833333,63.83333333,67.41666667,37.58333333,36.625,59.33333333,69.58333333,44.16666667,49.25,0.16015625,0.309537542,0.411073826
2006-04-28,7.3,306.8,18.2,21.40000000000004,7.4,7.6,9.0,9.7,10.4,12.0,5.8,5.9,4.3,14.40833333,13.54583333,12.42916667,13.87083333,12.37083333,13.0875,11.81666667,13.77916667,0.16015625,0.34765625,0.178385417,0.0,0.0,0.0,0.020833333,0.0,56.95833333,63.83333333,67.41666667,37.58333333,36.625,59.33333333,69.58333333,44.16666667,0.309537542,0.411073826,0.330536913
2006-04-29,5.8,305.4,18.2,20.69999999999999,7.3,7.4,7.6,9.0,9.7,10.4,5.9,4.3,5.4,12.39583333,14.40833333,13.54583333,12.42916667,13.87083333,12.37083333,13.0875,11.81666667,0.309537542,0.16015625,0.34765625,0.178385417,0.0,0.0,0.0,0.020833333,74.91666667,56.95833333,63.83333333,67.41666667,37.58333333,36.625,59.33333333,69.58333333,0.411073826,0.330536913,0.25
2006-04-30,5.9,304.6,18.3,20.600000000000023,5.8,7.3,7.4,7.6,9.0,9.7,4.3,5.4,3.9,19.3125,12.39583333,14.40833333,13.54583333,12.42916667,13.87083333,12.37083333,13.0875,0.411073826,0.309537542,0.16015625,0.34765625,0.178385417,0.0,0.0,0.0,60.16666667,74.91666667,56.95833333,63.83333333,67.41666667,37.58333333,36.625,59.33333333,0.330536913,0.25,0.169463087
2006-05-01,4.3,303.2,18.3,19.899999999999977,5.9,5.8,7.3,7.4,7.6,9.0,5.4,3.9,2.3,21.25416667,19.3125,12.39583333,14.40833333,13.54583333,12.42916667,13.87083333,12.37083333,0.330536913,0.411073826,0.309537542,0.16015625,0.34765625,0.178385417,0.0,0.0,60.41666667,60.16666667,74.91666667,56.95833333,63.83333333,67.41666667,37.58333333,36.625,0.25,0.169463087,0.088926174
2006-05-02,5.4,302.1,19.3,19.30000000000001,4.3,5.9,5.8,7.3,7.4,7.6,3.9,2.3,3.8,17.72083333,21.25416667,19.3125,12.39583333,14.40833333,13.54583333,12.42916667,13.87083333,0.25,0.330536913,0.411073826,0.309537542,0.16015625,0.34765625,0.178385417,0.0,41.25,60.41666667,60.16666667,74.91666667,56.95833333,63.83333333,67.41666667,37.58333333,0.169463087,0.088926174,0.014681208
2006-05-03,3.9,300.7,19.3,18.5,5.4,4.3,5.9,5.8,7.3,7.4,2.3,3.8,3.9,14.82916667,17.72083333,21.25416667,19.3125,12.39583333,14.40833333,13.54583333,12.42916667,0.169463087,0.25,0.330536913,0.411073826,0.309537542,0.16015625,0.34765625,0.178385417,54.0,41.25,60.41666667,60.16666667,74.91666667,56.95833333,63.83333333,67.41666667,0.088926174,0.014681208,2.25
2006-05-04,2.3,299.2,19.2,17.19999999999999,3.9,5.4,4.3,5.9,5.8,7.3,3.8,3.9,29.9,17.68333333,14.82916667,17.72083333,21.25416667,19.3125,12.39583333,14.40833333,13.54583333,0.088926174,0.169463087,0.25,0.330536913,0.411073826,0.309537542,0.16015625,0.34765625,59.125,54.0,41.25,60.41666667,60.16666667,74.91666667,56.95833333,63.83333333,0.014681208,2.25,0.108198925
2006-05-05,3.8,298.0,19.2,16.600000000000023,2.3,3.9,5.4,4.3,5.9,5.8,3.9,29.9,31.6,19.25833333,17.68333333,14.82916667,17.72083333,21.25416667,19.3125,12.39583333,14.40833333,0.014681208,0.088926174,0.169463087,0.25,0.330536913,0.411073826,0.309537542,0.16015625,68.58333333,59.125,54.0,41.25,60.41666667,60.16666667,74.91666667,56.95833333,2.25,0.108198925,0.22983871
2006-05-06,3.9,297.4,19.2,16.899999999999977,3.8,2.3,3.9,5.4,4.3,5.9,29.9,31.6,18.5,17.71666667,19.25833333,17.68333333,14.82916667,17.72083333,21.25416667,19.3125,12.39583333,2.25,0.014681208,0.088926174,0.169463087,0.25,0.330536913,0.411073826,0.309537542,86.66666667,68.58333333,59.125,54.0,41.25,60.41666667,60.16666667,74.91666667,0.108198925,0.22983871,0.401545699
2006-05-07,29.9,298.9,19.2,18.59999999999997,3.9,3.8,2.3,3.9,5.4,4.3,31.6,18.5,11.5,19.54166667,17.71666667,19.25833333,17.68333333,14.82916667,17.72083333,21.25416667,19.3125,0.108198925,2.25,0.014681208,0.088926174,0.169463087,0.25,0.330536913,0.411073826,73.83333333,86.66666667,68.58333333,59.125,54.0,41.25,60.41666667,60.16666667,0.22983871,0.401545699,1.25
2006-05-08,31.6,299.2,19.3,18.899999999999977,29.9,3.9,3.8,2.3,3.9,5.4,18.5,11.5,43.9,16.57083333,19.54166667,17.71666667,19.25833333,17.68333333,14.82916667,17.72083333,21.25416667,0.22983871,0.108198925,2.25,0.014681208,0.088926174,0.169463087,0.25,0.330536913,70.375,73.83333333,86.66666667,68.58333333,59.125,54.0,41.25,60.41666667,0.401545699,1.25,0.0
2006-05-09,18.5,298.8,18.5,19.0,31.6,29.9,3.9,3.8,2.3,3.9,11.5,43.9,30.0,16.15,16.57083333,19.54166667,17.71666667,19.25833333,17.68333333,14.82916667,17.72083333,0.401545699,0.22983871,0.108198925,2.25,0.014681208,0.088926174,0.169463087,0.25,72.45833333,70.375,73.83333333,86.66666667,68.58333333,59.125,54.0,41.25,1.25,0.0,0.041666667
2006-05-10,11.5,299.5,19.2,20.5,18.5,31.6,29.9,3.9,3.8,2.3,43.9,30.0,19.2,17.36666667,16.15,16.57083333,19.54166667,17.71666667,19.25833333,17.68333333,14.82916667,1.25,0.401545699,0.22983871,0.108198925,2.25,0.014681208,0.088926174,0.169463087,82.83333333,72.45833333,70.375,73.83333333,86.66666667,68.58333333,59.125,54.0,0.0,0.041666667,0.020833333
2006-05-11,43.9,301.2,19.3,22.899999999999977,11.5,18.5,31.6,29.9,3.9,3.8,30.0,19.2,14.7,17.24583333,17.36666667,16.15,16.57083333,19.54166667,17.71666667,19.25833333,17.68333333,0.0,1.25,0.401545699,0.22983871,0.108198925,2.25,0.014681208,0.088926174,65.0,82.83333333,72.45833333,70.375,73.83333333,86.66666667,68.58333333,59.125,0.041666667,0.020833333,0.0
2006-05-12,30.0,301.6,19.2,23.80000000000001,43.9,11.5,18.5,31.6,29.9,3.9,19.2,14.7,11.5,13.725,17.24583333,17.36666667,16.15,16.57083333,19.54166667,17.71666667,19.25833333,0.041666667,0.0,1.25,0.401545699,0.22983871,0.108198925,2.25,0.014681208,59.83333333,65.0,82.83333333,72.45833333,70.375,73.83333333,86.66666667,68.58333333,0.020833333,0.0,0.0
2006-05-13,19.2,301.3,19.2,24.19999999999999,30.0,43.9,11.5,18.5,31.6,29.9,14.7,11.5,10.0,15.65833333,13.725,17.24583333,17.36666667,16.15,16.57083333,19.54166667,17.71666667,0.020833333,0.041666667,0.0,1.25,0.401545699,0.22983871,0.108198925,2.25,59.16666667,59.83333333,65.0,82.83333333,72.45833333,70.375,73.83333333,86.66666667,0.0,0.0,0.0
2006-05-14,14.7,300.6,19.3,24.100000000000023,19.2,30.0,43.9,11.5,18.5,31.6,11.5,10.0,7.0,17.68333333,15.65833333,13.725,17.24583333,17.36666667,16.15,16.57083333,19.54166667,0.0,0.020833333,0.041666667,0.0,1.25,0.401545699,0.22983871,0.108198925,46.95833333,59.16666667,59.83333333,65.0,82.83333333,72.45833333,70.375,73.83333333,0.0,0.0,0.0
2006-05-15,11.5,300.1,19.2,23.90000000000004,14.7,19.2,30.0,43.9,11.5,18.5,10.0,7.0,5.8,16.65833333,17.68333333,15.65833333,13.725,17.24583333,17.36666667,16.15,16.57083333,0.0,0.0,0.020833333,0.041666667,0.0,1.25,0.401545699,0.22983871,52.70833333,46.95833333,59.16666667,59.83333333,65.0,82.83333333,72.45833333,70.375,0.0,0.0,0.041666667
2006-05-16,10.0,299.2,19.2,23.59999999999997,11.5,14.7,19.2,30.0,43.9,11.5,7.0,5.8,5.8,19.31666667,16.65833333,17.68333333,15.65833333,13.725,17.24583333,17.36666667,16.15,0.0,0.0,0.0,0.020833333,0.041666667,0.0,1.25,0.401545699,54.20833333,52.70833333,46.95833333,59.16666667,59.83333333,65.0,82.83333333,72.45833333,0.0,0.041666667,2.370404412
2006-05-17,7.0,298.0,19.3,23.30000000000001,10.0,11.5,14.7,19.2,30.0,43.9,5.8,5.8,69.7,18.8125,19.31666667,16.65833333,17.68333333,15.65833333,13.725,17.24583333,17.36666667,0.0,0.0,0.0,0.0,0.020833333,0.041666667,0.0,1.25,61.04166667,54.20833333,52.70833333,46.95833333,59.16666667,59.83333333,65.0,82.83333333,0.041666667,2.370404412,0.371323529
2006-05-18,5.8,296.9,19.6,23.09999999999997,7.0,10.0,11.5,14.7,19.2,30.0,5.8,69.7,44.1,17.4,18.8125,19.31666667,16.65833333,17.68333333,15.65833333,13.725,17.24583333,0.041666667,0.0,0.0,0.0,0.0,0.020833333,0.041666667,0.0,71.95833333,61.04166667,54.20833333,52.70833333,46.95833333,59.16666667,59.83333333,65.0,2.370404412,0.371323529,0.194852941
2006-05-19,5.8,298.1,19.6,25.40000000000004,5.8,7.0,10.0,11.5,14.7,19.2,69.7,44.1,22.7,15.69583333,17.4,18.8125,19.31666667,16.65833333,17.68333333,15.65833333,13.725,2.370404412,0.041666667,0.0,0.0,0.0,0.0,0.020833333,0.041666667,84.45833333,71.95833333,61.04166667,54.20833333,52.70833333,46.95833333,59.16666667,59.83333333,0.371323529,0.194852941,0.094669118
2006-05-20,69.7,302.1,19.1,30.700000000000045,5.8,5.8,7.0,10.0,11.5,14.7,44.1,22.7,17.8,19.90833333,15.69583333,17.4,18.8125,19.31666667,16.65833333,17.68333333,15.65833333,0.371323529,2.370404412,0.041666667,0.0,0.0,0.0,0.0,0.020833333,67.75,84.45833333,71.95833333,61.04166667,54.20833333,52.70833333,46.95833333,59.16666667,0.194852941,0.094669118,0.0
2006-05-21,44.1,303.1,19.4,33.0,69.7,5.8,5.8,7.0,10.0,11.5,22.7,17.8,17.7,21.72916667,19.90833333,15.69583333,17.4,18.8125,19.31666667,16.65833333,17.68333333,0.194852941,0.371323529,2.370404412,0.041666667,0.0,0.0,0.0,0.0,64.16666667,67.75,84.45833333,71.95833333,61.04166667,54.20833333,52.70833333,46.95833333,0.094669118,0.0,0.0
2006-05-22,22.7,303.1,19.6,34.5,44.1,69.7,5.8,5.8,7.0,10.0,17.8,17.7,11.6,20.80833333,21.72916667,19.90833333,15.69583333,17.4,18.8125,19.31666667,16.65833333,0.094669118,0.194852941,0.371323529,2.370404412,0.041666667,0.0,0.0,0.0,73.125,64.16666667,67.75,84.45833333,71.95833333,61.04166667,54.20833333,52.70833333,0.0,0.0,0.0
