시간,전일유입량,저수량(현재),전일방류량(본댐),저수량차이,2일전유입량,3일전유입량,4일전유입량,5일전유입량,6일전유입량,7일전유입량,당일유입량,1일후유입량,2일후유입량,평균기온(°C),1일전평균기온(°C),2일전평균기온(°C),3일전평균기온(°C),4일전평균기온(°C),5일전평균기온(°C),6일전평균기온(°C),7일전평균기온(°C),평균강수량(mm),1일전평균강수량(mm),2일전평균강수량(mm),3일전평균강수량(mm),4일전평균강수량(mm),5일전평균강수량(mm),6일전평균강수량(mm),7일전평균강수량(mm),평균습도(%),1일전평균습도(%),2일전평균습도(%),3일전평균습도(%),4일전평균습도(%),5일전평균습도(%),6일전평균습도(%),7일전평균습도(%),1일후평균강수량(mm),2일후평균강수량(mm),3일후평균강수량(mm)
2000-01-01,7.4,513.4,28.9,173.39999999999998,5.8,3.5,5.5,6.900000000000001,5.0,5.3,4.4,4.7,3.8,4.0,0.7875,0.025,1.8875,2.583333333,-0.583333333,-1.004166667,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33333333,57.70833333,59.375,67.79166667,66.20833333,61.75,63.20833333,51.75,0.0,0.0,0.0
2000-01-02,4.4,512.1,23.7,173.0,7.4,5.8,3.5,5.5,6.900000000000001,5.0,4.7,3.8,6.1,7.133333333,4.0,0.7875,0.025,1.8875,2.583333333,-0.583333333,-1.004166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.20833333,63.33333333,57.70833333,59.375,67.79166667,66.20833333,61.75,63.20833333,0.0,0.0,0.1875
2000-01-03,4.7,509.8,26.1,171.8,4.4,7.4,5.8,3.5,5.5,6.900000000000001,3.8,6.1,8.0,2.0625,7.133333333,4.0,0.7875,0.025,1.8875,2.583333333,-0.583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.91666667,65.20833333,63.33333333,57.70833333,59.375,67.79166667,66.20833333,61.75,0.0,0.1875,1.020833333
2000-01-04,3.8,508.4,27.3,171.39999999999998,4.7,4.4,7.4,5.8,3.5,5.5,6.1,8.0,6.4,0.829166667,2.0625,7.133333333,4.0,0.7875,0.025,1.8875,2.583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.91666667,55.91666667,65.20833333,63.33333333,57.70833333,59.375,67.79166667,66.20833333,0.1875,1.020833333,0.135416667
2000-01-05,6.1,506.5,25.2,170.39999999999998,3.8,4.7,4.4,7.4,5.8,3.5,8.0,6.4,5.9,3.9,0.829166667,2.0625,7.133333333,4.0,0.7875,0.025,1.8875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.79166667,56.91666667,55.91666667,65.20833333,63.33333333,57.70833333,59.375,67.79166667,1.020833333,0.135416667,0.0
2000-01-06,8.0,505.2,25.0,170.0,6.1,3.8,4.7,4.4,7.4,5.8,6.4,5.9,4.4,7.591666667,3.9,0.829166667,2.0625,7.133333333,4.0,0.7875,0.025,1.020833333,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,69.16666667,62.79166667,56.91666667,55.91666667,65.20833333,63.33333333,57.70833333,59.375,0.135416667,0.0,0.208333333
2000-01-07,6.4,503.4,25.0,169.2,8.0,6.1,3.8,4.7,4.4,7.4,5.9,4.4,5.4,0.208333333,7.591666667,3.9,0.829166667,2.0625,7.133333333,4.0,0.7875,0.135416667,1.020833333,0.1875,0.0,0.0,0.0,0.0,0.0,46.91666667,69.16666667,62.79166667,56.91666667,55.91666667,65.20833333,63.33333333,57.70833333,0.0,0.208333333,0.619791667
2000-01-08,5.9,501.9,24.8,168.79999999999995,6.4,8.0,6.1,3.8,4.7,4.4,4.4,5.4,3.2,-0.816666667,0.208333333,7.591666667,3.9,0.829166667,2.0625,7.133333333,4.0,0.0,0.135416667,1.020833333,0.1875,0.0,0.0,0.0,0.0,64.04166667,46.91666667,69.16666667,62.79166667,56.91666667,55.91666667,65.20833333,63.33333333,0.208333333,0.619791667,0.869791667
2000-01-09,4.4,500.1,29.6,168.5,5.9,6.4,8.0,6.1,3.8,4.7,5.4,3.2,6.8,-0.1125,-0.816666667,0.208333333,7.591666667,3.9,0.829166667,2.0625,7.133333333,0.208333333,0.0,0.135416667,1.020833333,0.1875,0.0,0.0,0.0,71.20833333,64.04166667,46.91666667,69.16666667,62.79166667,56.91666667,55.91666667,65.20833333,0.619791667,0.869791667,0.145833333
2000-01-10,5.4,477.4,26.3,147.29999999999995,4.4,5.9,6.4,8.0,6.1,3.8,3.2,6.8,6.6,1.604166667,-0.1125,-0.816666667,0.208333333,7.591666667,3.9,0.829166667,2.0625,0.619791667,0.208333333,0.0,0.135416667,1.020833333,0.1875,0.0,0.0,71.125,71.20833333,64.04166667,46.91666667,69.16666667,62.79166667,56.91666667,55.91666667,0.869791667,0.145833333,0.0
2000-01-11,3.2,495.9,26.1,167.2,5.4,4.4,5.9,6.4,8.0,6.1,6.8,6.6,6.9,0.916666667,1.604166667,-0.1125,-0.816666667,0.208333333,7.591666667,3.9,0.829166667,0.869791667,0.619791667,0.208333333,0.0,0.135416667,1.020833333,0.1875,0.0,66.79166667,71.125,71.20833333,64.04166667,46.91666667,69.16666667,62.79166667,56.91666667,0.145833333,0.0,0.0
2000-01-12,6.8,494.6,25.5,167.3,3.2,5.4,4.4,5.9,6.4,8.0,6.6,6.9,5.9,5.55,0.916666667,1.604166667,-0.1125,-0.816666667,0.208333333,7.591666667,3.9,0.145833333,0.869791667,0.619791667,0.208333333,0.0,0.135416667,1.020833333,0.1875,78.375,66.79166667,71.125,71.20833333,64.04166667,46.91666667,69.16666667,62.79166667,0.0,0.0,0.0
2000-01-13,6.6,492.5,27.2,166.5,6.8,3.2,5.4,4.4,5.9,6.4,6.9,5.9,5.4,5.929166667,5.55,0.916666667,1.604166667,-0.1125,-0.816666667,0.208333333,7.591666667,0.0,0.145833333,0.869791667,0.619791667,0.208333333,0.0,0.135416667,1.020833333,64.33333333,78.375,66.79166667,71.125,71.20833333,64.04166667,46.91666667,69.16666667,0.0,0.0,0.0
2000-01-14,6.9,491.2,25.4,166.59999999999997,6.6,6.8,3.2,5.4,4.4,5.9,5.9,5.4,6.2,0.8125,5.929166667,5.55,0.916666667,1.604166667,-0.1125,-0.816666667,0.208333333,0.0,0.0,0.145833333,0.869791667,0.619791667,0.208333333,0.0,0.135416667,64.95833333,64.33333333,78.375,66.79166667,71.125,71.20833333,64.04166667,46.91666667,0.0,0.0,0.0
2000-01-15,5.9,489.2,26.4,166.0,6.9,6.6,6.8,3.2,5.4,4.4,5.4,6.2,5.1,-0.333333333,0.8125,5.929166667,5.55,0.916666667,1.604166667,-0.1125,-0.816666667,0.0,0.0,0.0,0.145833333,0.869791667,0.619791667,0.208333333,0.0,68.29166667,64.95833333,64.33333333,78.375,66.79166667,71.125,71.20833333,64.04166667,0.0,0.0,0.0
2000-01-16,5.4,487.7,25.8,166.2,5.9,6.9,6.6,6.8,3.2,5.4,6.2,5.1,4.9,2.483333333,-0.333333333,0.8125,5.929166667,5.55,0.916666667,1.604166667,-0.1125,0.0,0.0,0.0,0.0,0.145833333,0.869791667,0.619791667,0.208333333,67.08333333,68.29166667,64.95833333,64.33333333,78.375,66.79166667,71.125,71.20833333,0.0,0.0,0.025
2000-01-17,6.2,485.3,28.6,165.40000000000003,5.4,5.9,6.9,6.6,6.8,3.2,5.1,4.9,5.6,1.520833333,2.483333333,-0.333333333,0.8125,5.929166667,5.55,0.916666667,1.604166667,0.0,0.0,0.0,0.0,0.0,0.145833333,0.869791667,0.619791667,67.70833333,67.08333333,68.29166667,64.95833333,64.33333333,78.375,66.79166667,71.125,0.0,0.025,0.0
2000-01-18,5.1,484.0,25.4,165.5,6.2,5.4,5.9,6.9,6.6,6.8,4.9,5.6,3.2,1.816666667,1.520833333,2.483333333,-0.333333333,0.8125,5.929166667,5.55,0.916666667,0.0,0.0,0.0,0.0,0.0,0.0,0.145833333,0.869791667,58.5,67.70833333,67.08333333,68.29166667,64.95833333,64.33333333,78.375,66.79166667,0.025,0.0,0.0
2000-01-19,4.9,481.9,25.1,164.59999999999997,5.1,6.2,5.4,5.9,6.9,6.6,5.6,3.2,4.7,-1.966666667,1.816666667,1.520833333,2.483333333,-0.333333333,0.8125,5.929166667,5.55,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.145833333,59.91666667,58.5,67.70833333,67.08333333,68.29166667,64.95833333,64.33333333,78.375,0.0,0.0,0.129166667
2000-01-20,5.6,480.3,25.7,164.0,4.9,5.1,6.2,5.4,5.9,6.9,3.2,4.7,4.7,-3.1,-1.966666667,1.816666667,1.520833333,2.483333333,-0.333333333,0.8125,5.929166667,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,39.375,59.91666667,58.5,67.70833333,67.08333333,68.29166667,64.95833333,64.33333333,0.0,0.129166667,2.191089744
2000-01-21,3.2,471.9,25.3,156.59999999999997,5.6,4.9,5.1,6.2,5.4,5.9,4.7,4.7,9.5,-3.695833333,-3.1,-1.966666667,1.816666667,1.520833333,2.483333333,-0.333333333,0.8125,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,44.70833333,39.375,59.91666667,58.5,67.70833333,67.08333333,68.29166667,64.95833333,0.129166667,2.191089744,1.939487179
2000-01-22,4.7,383.7,25.2,69.19999999999999,3.2,5.6,4.9,5.1,6.2,5.4,4.7,9.5,7.7,-2.133333333,-3.695833333,-3.1,-1.966666667,1.816666667,1.520833333,2.483333333,-0.333333333,0.129166667,0.0,0.0,0.025,0.0,0.0,0.0,0.0,56.20833333,44.70833333,39.375,59.91666667,58.5,67.70833333,67.08333333,68.29166667,2.191089744,1.939487179,1.89025641
2000-01-23,4.7,475.4,26.5,162.29999999999995,4.7,3.2,5.6,4.9,5.1,6.2,9.5,7.7,5.7,2.845833333,-2.133333333,-3.695833333,-3.1,-1.966666667,1.816666667,1.520833333,2.483333333,2.191089744,0.129166667,0.0,0.0,0.025,0.0,0.0,0.0,81.58333333,56.20833333,44.70833333,39.375,59.91666667,58.5,67.70833333,67.08333333,1.939487179,1.89025641,1.841025641
2000-01-24,9.5,473.8,25.3,161.8,4.7,4.7,3.2,5.6,4.9,5.1,7.7,5.7,5.5,3.35,2.845833333,-2.133333333,-3.695833333,-3.1,-1.966666667,1.816666667,1.520833333,1.939487179,2.191089744,0.129166667,0.0,0.0,0.025,0.0,0.0,63.41666667,81.58333333,56.20833333,44.70833333,39.375,59.91666667,58.5,67.70833333,1.89025641,1.841025641,1.791794872
2000-01-25,7.7,471.7,25.5,160.89999999999998,9.5,4.7,4.7,3.2,5.6,4.9,5.7,5.5,3.9,0.775,3.35,2.845833333,-2.133333333,-3.695833333,-3.1,-1.966666667,1.816666667,1.89025641,1.939487179,2.191089744,0.129166667,0.0,0.0,0.025,0.0,36.08333333,63.41666667,81.58333333,56.20833333,44.70833333,39.375,59.91666667,58.5,1.841025641,1.791794872,1.742564103
2000-01-26,5.7,470.3,25.4,160.7,7.7,9.5,4.7,4.7,3.2,5.6,5.5,3.9,4.2,-2.9,0.775,3.35,2.845833333,-2.133333333,-3.695833333,-3.1,-1.966666667,1.841025641,1.89025641,1.939487179,2.191089744,0.129166667,0.0,0.0,0.025,43.16666667,36.08333333,63.41666667,81.58333333,56.20833333,44.70833333,39.375,59.91666667,1.791794872,1.742564103,1.693333333
2000-01-27,5.5,468.3,25.1,159.7,5.7,7.7,9.5,4.7,4.7,3.2,3.9,4.2,5.9,-3.616666667,-2.9,0.775,3.35,2.845833333,-2.133333333,-3.695833333,-3.1,1.791794872,1.841025641,1.89025641,1.939487179,2.191089744,0.129166667,0.0,0.0,57.0,43.16666667,36.08333333,63.41666667,81.58333333,56.20833333,44.70833333,39.375,1.742564103,1.693333333,1.644102564
2000-01-28,3.9,466.8,25.4,159.5,5.5,5.7,7.7,9.5,4.7,4.7,4.2,5.9,6.2,-2.829166667,-3.616666667,-2.9,0.775,3.35,2.845833333,-2.133333333,-3.695833333,1.742564103,1.791794872,1.841025641,1.89025641,1.939487179,2.191089744,0.129166667,0.0,56.54166667,57.0,43.16666667,36.08333333,63.41666667,81.58333333,56.20833333,44.70833333,1.693333333,1.644102564,1.594871795
2000-01-29,4.2,464.8,25.6,158.7,3.9,5.5,5.7,7.7,9.5,4.7,5.9,6.2,4.1,-1.375,-2.829166667,-3.616666667,-2.9,0.775,3.35,2.845833333,-2.133333333,1.693333333,1.742564103,1.791794872,1.841025641,1.89025641,1.939487179,2.191089744,0.129166667,59.29166667,56.54166667,57.0,43.16666667,36.08333333,63.41666667,81.58333333,56.20833333,1.644102564,1.594871795,1.545641026
2000-01-30,5.9,463.4,25.2,158.39999999999998,4.2,3.9,5.5,5.7,7.7,9.5,6.2,4.1,2.9,-0.116666667,-1.375,-2.829166667,-3.616666667,-2.9,0.775,3.35,2.845833333,1.644102564,1.693333333,1.742564103,1.791794872,1.841025641,1.89025641,1.939487179,2.191089744,52.70833333,59.29166667,56.54166667,57.0,43.16666667,36.08333333,63.41666667,81.58333333,1.594871795,1.545641026,1.496410256
2000-01-31,6.2,461.3,25.5,157.40000000000003,5.9,4.2,3.9,5.5,5.7,7.7,4.1,2.9,5.5,-2.604166667,-0.116666667,-1.375,-2.829166667,-3.616666667,-2.9,0.775,3.35,1.594871795,1.644102564,1.693333333,1.742564103,1.791794872,1.841025641,1.89025641,1.939487179,40.875,52.70833333,59.29166667,56.54166667,57.0,43.16666667,36.08333333,63.41666667,1.545641026,1.496410256,1.447179487
2000-02-01,4.1,459.8,25.2,156.90000000000003,6.2,5.9,4.2,3.9,5.5,5.7,2.9,5.5,4.1,-2.966666667,-2.604166667,-0.116666667,-1.375,-2.829166667,-3.616666667,-2.9,0.775,1.545641026,1.594871795,1.644102564,1.693333333,1.742564103,1.791794872,1.841025641,1.89025641,48.54166667,40.875,52.70833333,59.29166667,56.54166667,57.0,43.16666667,36.08333333,1.496410256,1.447179487,1.397948718
2000-02-02,2.9,458.3,20.1,156.40000000000003,4.1,6.2,5.9,4.2,3.9,5.5,5.5,4.1,5.1,-1.75,-2.966666667,-2.604166667,-0.116666667,-1.375,-2.829166667,-3.616666667,-2.9,1.496410256,1.545641026,1.594871795,1.644102564,1.693333333,1.742564103,1.791794872,1.841025641,54.375,48.54166667,40.875,52.70833333,59.29166667,56.54166667,57.0,43.16666667,1.447179487,1.397948718,1.348717949
2000-02-03,5.5,456.6,20.7,155.70000000000005,2.9,4.1,6.2,5.9,4.2,3.9,4.1,5.1,5.3,-0.429166667,-1.75,-2.966666667,-2.604166667,-0.116666667,-1.375,-2.829166667,-3.616666667,1.447179487,1.496410256,1.545641026,1.594871795,1.644102564,1.693333333,1.742564103,1.791794872,55.70833333,54.375,48.54166667,40.875,52.70833333,59.29166667,56.54166667,57.0,1.397948718,1.348717949,1.299487179
2000-02-04,4.1,455.6,23.1,155.70000000000005,5.5,2.9,4.1,6.2,5.9,4.2,5.1,5.3,4.9,-0.6625,-0.429166667,-1.75,-2.966666667,-2.604166667,-0.116666667,-1.375,-2.829166667,1.397948718,1.447179487,1.496410256,1.545641026,1.594871795,1.644102564,1.693333333,1.742564103,54.83333333,55.70833333,54.375,48.54166667,40.875,52.70833333,59.29166667,56.54166667,1.348717949,1.299487179,1.25025641
2000-02-05,5.1,454.1,24.0,155.3,4.1,5.5,2.9,4.1,6.2,5.9,5.3,4.9,7.4,0.970833333,-0.6625,-0.429166667,-1.75,-2.966666667,-2.604166667,-0.116666667,-1.375,1.348717949,1.397948718,1.447179487,1.496410256,1.545641026,1.594871795,1.644102564,1.693333333,57.375,54.83333333,55.70833333,54.375,48.54166667,40.875,52.70833333,59.29166667,1.299487179,1.25025641,1.201025641
2000-02-06,5.3,452.8,18.5,155.0,5.1,4.1,5.5,2.9,4.1,6.2,4.9,7.4,3.4,3.879166667,0.970833333,-0.6625,-0.429166667,-1.75,-2.966666667,-2.604166667,-0.116666667,1.299487179,1.348717949,1.397948718,1.447179487,1.496410256,1.545641026,1.594871795,1.644102564,56.5,57.375,54.83333333,55.70833333,54.375,48.54166667,40.875,52.70833333,1.25025641,1.201025641,1.151794872
2000-02-07,4.9,451.4,19.9,155.0,5.3,5.1,4.1,5.5,2.9,4.1,7.4,3.4,3.7,0.804166667,3.879166667,0.970833333,-0.6625,-0.429166667,-1.75,-2.966666667,-2.604166667,1.25025641,1.299487179,1.348717949,1.397948718,1.447179487,1.496410256,1.545641026,1.594871795,61.5,56.5,57.375,54.83333333,55.70833333,54.375,48.54166667,40.875,1.201025641,1.151794872,1.102564103
2000-02-08,7.4,431.2,20.5,135.8,4.9,5.3,5.1,4.1,5.5,2.9,3.4,3.7,3.8,-1.875,0.804166667,3.879166667,0.970833333,-0.6625,-0.429166667,-1.75,-2.966666667,1.201025641,1.25025641,1.299487179,1.348717949,1.397948718,1.447179487,1.496410256,1.545641026,36.33333333,61.5,56.5,57.375,54.83333333,55.70833333,54.375,48.54166667,1.151794872,1.102564103,1.053333333
2000-02-09,3.4,448.7,20.2,154.3,7.4,4.9,5.3,5.1,4.1,5.5,3.7,3.8,5.4,-1.375,-1.875,0.804166667,3.879166667,0.970833333,-0.6625,-0.429166667,-1.75,1.151794872,1.201025641,1.25025641,1.299487179,1.348717949,1.397948718,1.447179487,1.496410256,44.375,36.33333333,61.5,56.5,57.375,54.83333333,55.70833333,54.375,1.102564103,1.053333333,1.004102564
2000-02-10,3.7,447.3,20.4,153.8,3.4,7.4,4.9,5.3,5.1,4.1,3.8,5.4,5.7,-0.366666667,-1.375,-1.875,0.804166667,3.879166667,0.970833333,-0.6625,-0.429166667,1.102564103,1.151794872,1.201025641,1.25025641,1.299487179,1.348717949,1.397948718,1.447179487,48.58333333,44.375,36.33333333,61.5,56.5,57.375,54.83333333,55.70833333,1.053333333,1.004102564,0.954871795
2000-02-11,3.8,446.0,20.5,153.39999999999998,3.7,3.4,7.4,4.9,5.3,5.1,5.4,5.7,5.9,2.654166667,-0.366666667,-1.375,-1.875,0.804166667,3.879166667,0.970833333,-0.6625,1.053333333,1.102564103,1.151794872,1.201025641,1.25025641,1.299487179,1.348717949,1.397948718,52.66666667,48.58333333,44.375,36.33333333,61.5,56.5,57.375,54.83333333,1.004102564,0.954871795,0.905641026
2000-02-12,5.4,444.3,20.2,152.60000000000002,3.8,3.7,3.4,7.4,4.9,5.3,5.7,5.9,3.6,1.554166667,2.654166667,-0.366666667,-1.375,-1.875,0.804166667,3.879166667,0.970833333,1.004102564,1.053333333,1.102564103,1.151794872,1.201025641,1.25025641,1.299487179,1.348717949,58.79166667,52.66666667,48.58333333,44.375,36.33333333,61.5,56.5,57.375,0.954871795,0.905641026,0.856410256
2000-02-13,5.7,443.5,20.4,153.0,5.4,3.8,3.7,3.4,7.4,4.9,5.9,3.6,2.4,3.004166667,1.554166667,2.654166667,-0.366666667,-1.375,-1.875,0.804166667,3.879166667,0.954871795,1.004102564,1.053333333,1.102564103,1.151794872,1.201025641,1.25025641,1.299487179,54.20833333,58.79166667,52.66666667,48.58333333,44.375,36.33333333,61.5,56.5,0.905641026,0.856410256,0.807179487
2000-02-14,5.9,441.6,20.6,152.10000000000002,5.7,5.4,3.8,3.7,3.4,7.4,3.6,2.4,7.6,3.733333333,3.004166667,1.554166667,2.654166667,-0.366666667,-1.375,-1.875,0.804166667,0.905641026,0.954871795,1.004102564,1.053333333,1.102564103,1.151794872,1.201025641,1.25025641,45.625,54.20833333,58.79166667,52.66666667,48.58333333,44.375,36.33333333,61.5,0.856410256,0.807179487,0.757948718
2000-02-15,3.6,440.5,21.8,151.8,5.9,5.7,5.4,3.8,3.7,3.4,2.4,7.6,5.1,-0.654166667,3.733333333,3.004166667,1.554166667,2.654166667,-0.366666667,-1.375,-1.875,0.856410256,0.905641026,0.954871795,1.004102564,1.053333333,1.102564103,1.151794872,1.201025641,33.70833333,45.625,54.20833333,58.79166667,52.66666667,48.58333333,44.375,36.33333333,0.807179487,0.757948718,0.708717949
2000-02-16,2.4,439.0,20.6,150.89999999999998,3.6,5.9,5.7,5.4,3.8,3.7,7.6,5.1,4.4,-0.825,-0.654166667,3.733333333,3.004166667,1.554166667,2.654166667,-0.366666667,-1.375,0.807179487,0.856410256,0.905641026,0.954871795,1.004102564,1.053333333,1.102564103,1.151794872,39.45833333,33.70833333,45.625,54.20833333,58.79166667,52.66666667,48.58333333,44.375,0.757948718,0.708717949,0.659487179
2000-02-17,7.6,437.7,20.3,150.5,2.4,3.6,5.9,5.7,5.4,3.8,5.1,4.4,4.8,-1.316666667,-0.825,-0.654166667,3.733333333,3.004166667,1.554166667,2.654166667,-0.366666667,0.757948718,0.807179487,0.856410256,0.905641026,0.954871795,1.004102564,1.053333333,1.102564103,45.95833333,39.45833333,33.70833333,45.625,54.20833333,58.79166667,52.66666667,48.58333333,0.708717949,0.659487179,0.61025641
2000-02-18,5.1,436.3,21.3,150.0,7.6,2.4,3.6,5.9,5.7,5.4,4.4,4.8,4.3,0.129166667,-1.316666667,-0.825,-0.654166667,3.733333333,3.004166667,1.554166667,2.654166667,0.708717949,0.757948718,0.807179487,0.856410256,0.905641026,0.954871795,1.004102564,1.053333333,43.95833333,45.95833333,39.45833333,33.70833333,45.625,54.20833333,58.79166667,52.66666667,0.659487179,0.61025641,0.561025641
2000-02-19,4.4,434.8,20.6,149.10000000000002,5.1,7.6,2.4,3.6,5.9,5.7,4.8,4.3,4.3,4.158333333,0.129166667,-1.316666667,-0.825,-0.654166667,3.733333333,3.004166667,1.554166667,0.659487179,0.708717949,0.757948718,0.807179487,0.856410256,0.905641026,0.954871795,1.004102564,39.83333333,43.95833333,45.95833333,39.45833333,33.70833333,45.625,54.20833333,58.79166667,0.61025641,0.561025641,0.511794872
2000-02-20,4.8,433.8,20.9,148.5,4.4,5.1,7.6,2.4,3.6,5.9,4.3,4.3,5.4,3.895833333,4.158333333,0.129166667,-1.316666667,-0.825,-0.654166667,3.733333333,3.004166667,0.61025641,0.659487179,0.708717949,0.757948718,0.807179487,0.856410256,0.905641026,0.954871795,42.79166667,39.83333333,43.95833333,45.95833333,39.45833333,33.70833333,45.625,54.20833333,0.561025641,0.511794872,0.462564103
2000-02-21,4.3,432.0,20.4,147.2,4.8,4.4,5.1,7.6,2.4,3.6,4.3,5.4,4.3,2.091666667,3.895833333,4.158333333,0.129166667,-1.316666667,-0.825,-0.654166667,3.733333333,0.561025641,0.61025641,0.659487179,0.708717949,0.757948718,0.807179487,0.856410256,0.905641026,32.0,42.79166667,39.83333333,43.95833333,45.95833333,39.45833333,33.70833333,45.625,0.511794872,0.462564103,0.413333333
2000-02-22,4.3,430.9,20.4,146.2,4.3,4.8,4.4,5.1,7.6,2.4,5.4,4.3,3.9,0.154166667,2.091666667,3.895833333,4.158333333,0.129166667,-1.316666667,-0.825,-0.654166667,0.511794872,0.561025641,0.61025641,0.659487179,0.708717949,0.757948718,0.807179487,0.856410256,41.0,32.0,42.79166667,39.83333333,43.95833333,45.95833333,39.45833333,33.70833333,0.462564103,0.413333333,0.364102564
2000-02-23,5.4,429.5,20.3,145.0,4.3,4.3,4.8,4.4,5.1,7.6,4.3,3.9,2.7,2.6125,0.154166667,2.091666667,3.895833333,4.158333333,0.129166667,-1.316666667,-0.825,0.462564103,0.511794872,0.561025641,0.61025641,0.659487179,0.708717949,0.757948718,0.807179487,40.54166667,41.0,32.0,42.79166667,39.83333333,43.95833333,45.95833333,39.45833333,0.413333333,0.364102564,0.314871795
2000-02-24,4.3,392.4,21.0,108.29999999999995,5.4,4.3,4.3,4.8,4.4,5.1,3.9,2.7,2.4,1.008333333,2.6125,0.154166667,2.091666667,3.895833333,4.158333333,0.129166667,-1.316666667,0.413333333,0.462564103,0.511794872,0.561025641,0.61025641,0.659487179,0.708717949,0.757948718,34.16666667,40.54166667,41.0,32.0,42.79166667,39.83333333,43.95833333,45.95833333,0.364102564,0.314871795,0.265641026
2000-02-25,3.9,426.7,20.6,142.8,4.3,5.4,4.3,4.3,4.8,4.4,2.7,2.4,7.4,-0.579166667,1.008333333,2.6125,0.154166667,2.091666667,3.895833333,4.158333333,0.129166667,0.364102564,0.413333333,0.462564103,0.511794872,0.561025641,0.61025641,0.659487179,0.708717949,39.79166667,34.16666667,40.54166667,41.0,32.0,42.79166667,39.83333333,43.95833333,0.314871795,0.265641026,0.216410256
2000-02-26,2.7,425.0,19.3,141.60000000000002,3.9,4.3,5.4,4.3,4.3,4.8,2.4,7.4,0.8,2.304166667,-0.579166667,1.008333333,2.6125,0.154166667,2.091666667,3.895833333,4.158333333,0.314871795,0.364102564,0.413333333,0.462564103,0.511794872,0.561025641,0.61025641,0.659487179,42.875,39.79166667,34.16666667,40.54166667,41.0,32.0,42.79166667,39.83333333,0.265641026,0.216410256,0.167179487
2000-02-27,2.4,423.9,20.8,141.09999999999997,2.7,3.9,4.3,5.4,4.3,4.3,7.4,0.8,4.7,4.2625,2.304166667,-0.579166667,1.008333333,2.6125,0.154166667,2.091666667,3.895833333,0.265641026,0.314871795,0.364102564,0.413333333,0.462564103,0.511794872,0.561025641,0.61025641,34.0,42.875,39.79166667,34.16666667,40.54166667,41.0,32.0,42.79166667,0.216410256,0.167179487,0.117948718
2000-02-28,7.4,422.1,20.3,139.60000000000002,2.4,2.7,3.9,4.3,5.4,4.3,0.8,4.7,2.4,3.375,4.2625,2.304166667,-0.579166667,1.008333333,2.6125,0.154166667,2.091666667,0.216410256,0.265641026,0.314871795,0.364102564,0.413333333,0.462564103,0.511794872,0.561025641,34.125,34.0,42.875,39.79166667,34.16666667,40.54166667,41.0,32.0,0.167179487,0.117948718,0.068717949
2000-02-29,0.8,420.7,21.0,138.8,7.4,2.4,2.7,3.9,4.3,5.4,4.7,2.4,3.7,-0.654166667,3.375,4.2625,2.304166667,-0.579166667,1.008333333,2.6125,0.154166667,0.167179487,0.216410256,0.265641026,0.314871795,0.364102564,0.413333333,0.462564103,0.511794872,39.29166667,34.125,34.0,42.875,39.79166667,34.16666667,40.54166667,41.0,0.117948718,0.068717949,0.01974359
2000-03-01,4.7,419.3,21.2,138.10000000000002,0.8,7.4,2.4,2.7,3.9,4.3,2.4,3.7,4.2,2.325,-0.654166667,3.375,4.2625,2.304166667,-0.579166667,1.008333333,2.6125,0.117948718,0.167179487,0.216410256,0.265641026,0.314871795,0.364102564,0.413333333,0.462564103,44.83333333,39.29166667,34.125,34.0,42.875,39.79166667,34.16666667,40.54166667,0.068717949,0.01974359,0.0375
2000-03-02,2.4,417.9,20.7,137.2,4.7,0.8,7.4,2.4,2.7,3.9,3.7,4.2,3.9,4.904166667,2.325,-0.654166667,3.375,4.2625,2.304166667,-0.579166667,1.008333333,0.068717949,0.117948718,0.167179487,0.216410256,0.265641026,0.314871795,0.364102564,0.413333333,48.04166667,44.83333333,39.29166667,34.125,34.0,42.875,39.79166667,34.16666667,0.01974359,0.0375,0.0
2000-03-03,3.7,416.4,18.3,135.89999999999998,2.4,4.7,0.8,7.4,2.4,2.7,4.2,3.9,3.8,7.483333333,4.904166667,2.325,-0.654166667,3.375,4.2625,2.304166667,-0.579166667,0.01974359,0.068717949,0.117948718,0.167179487,0.216410256,0.265641026,0.314871795,0.364102564,48.70833333,48.04166667,44.83333333,39.29166667,34.125,34.0,42.875,39.79166667,0.0375,0.0,0.0
2000-03-04,4.2,414.8,22.4,134.90000000000003,3.7,2.4,4.7,0.8,7.4,2.4,3.9,3.8,3.0,8.729166667,7.483333333,4.904166667,2.325,-0.654166667,3.375,4.2625,2.304166667,0.0375,0.01974359,0.068717949,0.117948718,0.167179487,0.216410256,0.265641026,0.314871795,71.08333333,48.70833333,48.04166667,44.83333333,39.29166667,34.125,34.0,42.875,0.0,0.0,0.0
