,강우변화,풍속(m/s),강수량(mm),최저운고(100m ),1일후강수량,cos_week_of_year,sin_month,당일유입량
2006-09-13,0.2439231750202882,0.18175018698578907,0.0012669800927992516,0.08033590116624703,0.0,0.38034216785622116,0.06698729810778081,0.0030569757023138143
2006-09-14,0.2399814507091239,0.23335826477187735,0.0,0.08032049965911685,0.012577656921243494,0.38034216785622116,0.06698729810778081,0.004005692299583618
2006-09-15,0.23756778864113567,0.14285714285714288,0.012577656921243494,0.08030509815198669,0.005805072425189305,0.38034216785622116,0.06698729810778081,0.004901702419227323
2006-09-16,0.23555506176656232,0.13313388182498131,0.005805072425189305,0.08028969664485654,0.044505555259784675,0.38034216785622116,0.06698729810778081,0.006746429136140833
2006-09-17,0.23785279076657517,0.46970830216903514,0.044505555259784675,0.08027429513772637,0.015480193133838147,0.38034216785622116,0.06698729810778081,0.01718231170610868
2006-09-18,0.2434996972858781,0.175018698578908,0.015480193133838147,0.0802588936305962,0.0,0.43973165987233825,0.06698729810778081,0.013545564749907762
2006-09-19,0.24264791127255858,0.10321615557217653,0.0,0.08024349212346603,0.0,0.43973165987233825,0.06698729810778081,0.007695145733410636
2006-09-20,0.2399814507091239,0.13986537023186238,0.0,0.08022809061633587,0.0,0.43973165987233825,0.06698729810778081,0.005955831971749329
2007-06-21,0.2066378122141928,0.25504861630516085,0.022575281653513964,0.07600807766267012,0.014417826938378665,0.0036455629509730136,0.75,0.0013703684182786065
2007-06-22,0.21988316523038479,0.19296933433059088,0.014417826938378665,0.07599267615553994,0.03782782488832508,0.0036455629509730136,0.75,0.013967216570916565
2007-06-23,0.2190168875835684,0.14584891548242335,0.03782782488832508,0.07597727464840978,0.0077400965669190734,0.0036455629509730136,0.75,0.007062668001897433
2007-06-24,0.22428379126895182,0.09274495138369485,0.0077400965669190734,0.07596187314127961,0.0,0.0036455629509730136,0.75,0.021978601170083805
2007-06-25,0.219499942033466,0.13612565445026178,0.0,0.07594647163414946,0.0,0.0,0.75,0.009592578927950245
2007-06-26,0.2165629709780886,0.1705310396409873,0.0,0.07593107012701927,0.0,0.0,0.75,0.005165234807357824
2007-06-27,0.21065038451134213,0.23410620792819747,0.0,0.07591566861988912,0.0,0.0,0.75,0.002740736836557213
2007-06-28,0.20758459893599207,0.37546746447270013,0.0,0.07590026711275895,0.0006450080472432551,0.0,0.75,0.002793443314183313
2007-06-29,0.20892426994370802,0.350037397157816,0.0006450080472432551,0.07588486560562878,0.0,0.0,0.75,0.0033732145680704165
2007-06-30,0.20749764913501045,0.18324607329842932,0.0,0.07586946409849861,0.07933598981092051,0.0,0.75,0.0015284878511569071
2007-07-01,0.2293011168218881,0.13238593866866116,0.07933598981092051,0.07585406259136845,0.0012900160944865101,0.0,0.5000000000000001,0.09592578927950245
2007-07-02,0.23424598420733983,0.09050112191473447,0.0012900160944865101,0.07583866108423827,0.0,0.0036455629509730136,0.5000000000000001,0.04169082380224529
2007-07-03,0.23012713993121306,0.18474195961106954,0.0,0.07582325957710812,0.020962761535405824,0.0036455629509730136,0.5000000000000001,0.018183734781004584
2007-07-04,0.23233469876724502,0.11817501869857891,0.020962761535405824,0.07580785806997795,0.0,0.0036455629509730136,0.5000000000000001,0.02493016391714541
2007-07-05,0.22746067936777833,0.18324607329842932,0.0,0.07579245656284778,0.0003317184242965313,0.0036455629509730136,0.5000000000000001,0.018868918990143885
2007-07-06,0.22471693009236,0.15856394913986538,0.0003317184242965313,0.0757770550557176,0.004533485132052599,0.0036455629509730136,0.5000000000000001,0.012333315764507455
2007-07-07,0.222707423580786,0.21017202692595363,0.004533485132052599,0.07576165354858745,0.009840979920797105,0.0036455629509730136,0.5000000000000001,0.008222210509671639
2007-07-08,0.22023418479731033,0.17352281226626778,0.009840979920797105,0.07574625204145727,0.04237702870388192,0.0036455629509730136,0.5000000000000001,0.0062720708375059294
2007-07-09,0.21753230024088316,0.17576664173522813,0.04237702870388192,0.07573085053432711,0.02193027360627071,0.014529091286973994,0.5000000000000001,0.008854688241184842
2007-07-10,0.22992425706225605,0.1510845175766642,0.02193027360627071,0.07571544902719694,0.0038700482834595367,0.014529091286973994,0.5000000000000001,0.0649870869129816
2007-07-11,0.22235640401386042,0.12490650710545999,0.0038700482834595367,0.07570004752006677,0.0,0.014529091286973994,0.5000000000000001,0.030253518157381542
