,증기압(hPa),강수량(mm),1일후강수량,풍속(m/s),cos_week_of_year,저수량(현재),시정(10m),sin_month,최저운고(100m ),당일유입량
2004-01-03,0.1116260593220339,0.0,0.0,0.13313388182498131,0.9963544370490269,0.5342574149362875,0.27535203937210534,0.5,0.0954909841823313,0.003425921045696516
2004-01-04,0.0948093220338983,0.0,0.0,0.10396409872849664,0.9963544370490269,0.5322041529100385,0.27522517477974584,0.5,0.09547558267520112,0.0034786275233226155
2004-01-05,0.08117055084745763,0.0,0.0,0.05609573672400898,0.985470908713026,0.5309421812327759,0.27509831018738634,0.5,0.09546018116807095,0.0011068360301481053
2004-01-06,0.09957627118644069,0.0,0.0,0.05459985041136872,0.985470908713026,0.529366422003329,0.2749714455950269,0.5,0.0954447796609408,0.0018974331945396088
2004-01-07,0.10195974576271186,0.0,0.0,0.1944652206432311,0.985470908713026,0.5273813746623373,0.27484458100266745,0.5,0.09542937815381063,0.002793443314183313
2004-01-08,0.08077330508474576,0.0,0.0,0.05459985041136872,0.985470908713026,0.5255532210974379,0.2747177164103079,0.5,0.09541397664668044,0.0032678016128182153
2004-01-09,0.1215572033898305,0.0,0.0,0.1338818249813014,0.985470908713026,0.5234863161341372,0.2745908518179484,0.5,0.0953985751395503,0.0022663785379223103
2004-01-10,0.08990995762711865,0.0,0.0,0.1293941660433807,0.985470908713026,0.5209078010314059,0.27446398722558896,0.5,0.09538317363242012,0.002319085015548411
2004-01-11,0.09441207627118645,0.0,0.0,0.07554225878833208,0.985470908713026,0.5188204316625282,0.2743371226332294,0.5,0.09536777212528995,0.0030569757023138143
2004-01-12,0.1016949152542373,0.0,0.0,0.22363500373971576,0.9675081213427075,0.5179404622227073,0.27421025804086996,0.5,0.09535237061815979,0.00026353238813050123
2004-01-13,0.05985169491525423,0.0,0.0,0.46297681376215405,0.9675081213427075,0.5155051979590168,0.2740833934485105,0.5,0.09533696911102965,0.0037421599114531167
2004-01-14,0.06038135593220338,0.0,0.0,0.11967090501121914,0.9675081213427075,0.5135951867718083,0.273956528856151,0.5,0.09532156760389944,0.0033732145680704165
2004-01-15,0.07388771186440678,0.0,0.0,0.07329842931937174,0.9675081213427075,0.5114327812491473,0.2738296642637915,0.5,0.0953061660967693,0.0022136720602962106
2004-01-16,0.1227489406779661,0.0,0.0,0.15482423335826476,0.9675081213427075,0.5087110153073755,0.2737027996714321,0.5,0.09529076458963914,0.0035313340009487165
