,날짜,위치,남중고도,9시고도,12시고도,15시고도,18시고도,9시방위각,12시방위각,15시방위각,18시방위각
0,20211107,대구,37˚ 49´,21˚ 17´,37˚ 46´,24˚  0´,-7˚ 41´,130˚ 46´,177˚ 10´,225˚ 24´,255˚ 18´
0,20211108,대구,37˚ 31´,21˚  3´,37˚ 29´,23˚ 47´,-7˚ 50´,130˚ 57´,177˚ 10´,225˚ 11´,255˚  3´
0,20211109,대구,37˚ 14´,20˚ 49´,37˚ 11´,23˚ 34´,-7˚ 59´,131˚  8´,177˚ 10´,224˚ 59´,254˚ 48´
0,20211110,대구,36˚ 57´,20˚ 35´,36˚ 54´,23˚ 21´,-8˚  8´,131˚ 18´,177˚  9´,224˚ 47´,254˚ 34´
0,20211111,대구,36˚ 40´,20˚ 21´,36˚ 38´,23˚  8´,-8˚ 16´,131˚ 29´,177˚  8´,224˚ 35´,254˚ 19´
0,20211112,대구,36˚ 24´,20˚  8´,36˚ 21´,22˚ 56´,-8˚ 24´,131˚ 38´,177˚  7´,224˚ 23´,254˚  4´
0,20211113,대구,36˚  8´,19˚ 54´,36˚  5´,22˚ 45´,-8˚ 32´,131˚ 48´,177˚  5´,224˚ 11´,253˚ 50´
0,20211114,대구,35˚ 52´,19˚ 41´,35˚ 49´,22˚ 33´,-8˚ 39´,131˚ 57´,177˚  4´,223˚ 59´,253˚ 36´
0,20211115,대구,35˚ 37´,19˚ 27´,35˚ 34´,22˚ 22´,-8˚ 46´,132˚  5´,177˚  2´,223˚ 47´,253˚ 22´
0,20211116,대구,35˚ 22´,19˚ 14´,35˚ 19´,22˚ 11´,-8˚ 52´,132˚ 13´,176˚ 59´,223˚ 35´,253˚  8´
0,20211117,대구,35˚  7´,19˚  1´,35˚  4´,22˚  1´,-8˚ 58´,132˚ 21´,176˚ 57´,223˚ 23´,252˚ 54´
0,20211118,대구,34˚ 53´,18˚ 48´,34˚ 49´,21˚ 51´,-9˚  4´,132˚ 29´,176˚ 54´,223˚ 12´,252˚ 41´
0,20211119,대구,34˚ 39´,18˚ 35´,34˚ 35´,21˚ 42´,-9˚ 10´,132˚ 35´,176˚ 51´,223˚  0´,252˚ 27´
0,20211120,대구,34˚ 25´,18˚ 22´,34˚ 21´,21˚ 32´,-9˚ 15´,132˚ 42´,176˚ 48´,222˚ 49´,252˚ 14´
0,20211121,대구,34˚ 11´,18˚ 10´,34˚  8´,21˚ 24´,-9˚ 20´,132˚ 48´,176˚ 45´,222˚ 37´,252˚  1´
0,20211122,대구,33˚ 58´,17˚ 57´,33˚ 54´,21˚ 15´,-9˚ 24´,132˚ 54´,176˚ 41´,222˚ 26´,251˚ 48´
0,20211123,대구,33˚ 46´,17˚ 45´,33˚ 42´,21˚  7´,-9˚ 28´,132˚ 59´,176˚ 38´,222˚ 15´,251˚ 35´
0,20211124,대구,33˚ 34´,17˚ 33´,33˚ 29´,21˚  0´,-9˚ 32´,133˚  4´,176˚ 34´,222˚  4´,251˚ 23´
0,20211125,대구,33˚ 22´,17˚ 21´,33˚ 17´,20˚ 52´,-9˚ 35´,133˚  9´,176˚ 29´,221˚ 53´,251˚ 11´
0,20211126,대구,33˚ 10´,17˚ 10´,33˚  5´,20˚ 46´,-9˚ 38´,133˚ 13´,176˚ 25´,221˚ 42´,250˚ 59´
0,20211127,대구,32˚ 59´,16˚ 58´,32˚ 54´,20˚ 39´,-9˚ 41´,133˚ 17´,176˚ 20´,221˚ 31´,250˚ 47´
0,20211128,대구,32˚ 48´,16˚ 47´,32˚ 43´,20˚ 33´,-9˚ 43´,133˚ 20´,176˚ 15´,221˚ 21´,250˚ 35´
0,20211129,대구,32˚ 38´,16˚ 36´,32˚ 32´,20˚ 27´,-9˚ 45´,133˚ 23´,176˚ 10´,221˚ 10´,250˚ 24´
0,20211130,대구,32˚ 28´,16˚ 25´,32˚ 22´,20˚ 22´,-9˚ 46´,133˚ 26´,176˚  5´,221˚  0´,250˚ 13´
0,20211201,대구,32˚ 19´,16˚ 14´,32˚ 12´,20˚ 17´,-9˚ 47´,133˚ 28´,176˚  0´,220˚ 49´,250˚  2´
0,20211202,대구,32˚ 10´,16˚  4´,32˚  3´,20˚ 13´,-9˚ 48´,133˚ 30´,175˚ 54´,220˚ 39´,249˚ 52´
0,20211203,대구,32˚  1´,15˚ 54´,31˚ 54´,20˚  9´,-9˚ 48´,133˚ 31´,175˚ 49´,220˚ 29´,249˚ 41´
0,20211204,대구,31˚ 53´,15˚ 44´,31˚ 46´,20˚  5´,-9˚ 48´,133˚ 32´,175˚ 43´,220˚ 19´,249˚ 31´
0,20211205,대구,31˚ 45´,15˚ 34´,31˚ 37´,20˚  2´,-9˚ 48´,133˚ 33´,175˚ 37´,220˚ 10´,249˚ 22´
0,20211206,대구,31˚ 37´,15˚ 25´,31˚ 30´,20˚  0´,-9˚ 48´,133˚ 33´,175˚ 30´,220˚  0´,249˚ 12´
0,20211207,대구,31˚ 31´,15˚ 16´,31˚ 22´,19˚ 57´,-9˚ 47´,133˚ 33´,175˚ 24´,219˚ 51´,249˚  3´
0,20211208,대구,31˚ 24´,15˚  7´,31˚ 15´,19˚ 55´,-9˚ 45´,133˚ 32´,175˚ 18´,219˚ 42´,248˚ 54´
0,20211209,대구,31˚ 18´,14˚ 58´,31˚  9´,19˚ 54´,-9˚ 44´,133˚ 31´,175˚ 11´,219˚ 33´,248˚ 46´
0,20211210,대구,31˚ 12´,14˚ 50´,31˚  3´,19˚ 53´,-9˚ 42´,133˚ 30´,175˚  4´,219˚ 24´,248˚ 37´
0,20211211,대구,31˚  7´,14˚ 42´,30˚ 57´,19˚ 52´,-9˚ 39´,133˚ 29´,174˚ 57´,219˚ 15´,248˚ 30´
0,20211212,대구,31˚  3´,14˚ 34´,30˚ 52´,19˚ 52´,-9˚ 37´,133˚ 27´,174˚ 50´,219˚  7´,248˚ 22´
0,20211213,대구,30˚ 58´,14˚ 27´,30˚ 47´,19˚ 52´,-9˚ 34´,133˚ 24´,174˚ 43´,218˚ 59´,248˚ 15´
0,20211214,대구,30˚ 55´,14˚ 20´,30˚ 43´,19˚ 52´,-9˚ 30´,133˚ 22´,174˚ 36´,218˚ 51´,248˚  8´
0,20211215,대구,30˚ 51´,14˚ 13´,30˚ 39´,19˚ 53´,-9˚ 27´,133˚ 19´,174˚ 29´,218˚ 43´,248˚  2´
0,20211216,대구,30˚ 49´,14˚  6´,30˚ 36´,19˚ 55´,-9˚ 23´,133˚ 15´,174˚ 21´,218˚ 36´,247˚ 56´
0,20211217,대구,30˚ 46´,14˚  0´,30˚ 33´,19˚ 56´,-9˚ 19´,133˚ 12´,174˚ 14´,218˚ 28´,247˚ 50´
0,20211218,대구,30˚ 44´,13˚ 54´,30˚ 31´,19˚ 59´,-9˚ 14´,133˚  8´,174˚  6´,218˚ 21´,247˚ 44´
0,20211219,대구,30˚ 43´,13˚ 49´,30˚ 29´,20˚  1´,-9˚ 10´,133˚  3´,173˚ 59´,218˚ 14´,247˚ 39´
0,20211220,대구,30˚ 42´,13˚ 44´,30˚ 27´,20˚  4´,-9˚  5´,132˚ 59´,173˚ 51´,218˚  8´,247˚ 35´
0,20211221,대구,30˚ 42´,13˚ 39´,30˚ 26´,20˚  8´,-8˚ 59´,132˚ 54´,173˚ 43´,218˚  2´,247˚ 30´
0,20211222,대구,30˚ 42´,13˚ 34´,30˚ 25´,20˚ 11´,-8˚ 54´,132˚ 48´,173˚ 35´,217˚ 55´,247˚ 26´
0,20211223,대구,30˚ 42´,13˚ 30´,30˚ 25´,20˚ 15´,-8˚ 48´,132˚ 43´,173˚ 27´,217˚ 50´,247˚ 23´
0,20211224,대구,30˚ 43´,13˚ 27´,30˚ 25´,20˚ 20´,-8˚ 41´,132˚ 37´,173˚ 19´,217˚ 44´,247˚ 20´
0,20211225,대구,30˚ 44´,13˚ 23´,30˚ 26´,20˚ 25´,-8˚ 35´,132˚ 31´,173˚ 11´,217˚ 39´,247˚ 17´
0,20211226,대구,30˚ 46´,13˚ 20´,30˚ 27´,20˚ 30´,-8˚ 28´,132˚ 24´,173˚  3´,217˚ 34´,247˚ 15´
0,20211227,대구,30˚ 49´,13˚ 17´,30˚ 28´,20˚ 36´,-8˚ 21´,132˚ 17´,172˚ 55´,217˚ 29´,247˚ 13´
0,20211228,대구,30˚ 51´,13˚ 15´,30˚ 31´,20˚ 42´,-8˚ 14´,132˚ 10´,172˚ 47´,217˚ 25´,247˚ 11´
0,20211229,대구,30˚ 55´,13˚ 13´,30˚ 33´,20˚ 48´,-8˚  7´,132˚  3´,172˚ 39´,217˚ 20´,247˚ 10´
0,20211230,대구,30˚ 58´,13˚ 11´,30˚ 36´,20˚ 55´,-7˚ 59´,131˚ 55´,172˚ 30´,217˚ 17´,247˚  9´
0,20211231,대구,31˚  3´,13˚ 10´,30˚ 39´,21˚  2´,-7˚ 51´,131˚ 47´,172˚ 22´,217˚ 13´,247˚  9´
0,20220101,대구,31˚ 7´,13˚ 9´,30˚ 43´,21˚ 10´,- 7˚ 43´,131˚ 39´,172˚ 14´,217˚ 10´,247˚ 9´
0,20220102,대구,31˚ 12´,13˚ 9´,30˚ 47´,21˚ 17´,- 7˚ 35´,131˚ 31´,172˚ 6´,217˚ 7´,247˚ 9´
0,20220103,대구,31˚ 18´,13˚ 9´,30˚ 52´,21˚ 26´,- 7˚ 26´,131˚ 22´,171˚ 57´,217˚ 4´,247˚ 10´
0,20220104,대구,31˚ 24´,13˚ 9´,30˚ 57´,21˚ 34´,- 7˚ 18´,131˚ 13´,171˚ 49´,217˚ 2´,247˚ 11´
0,20220105,대구,31˚ 30´,13˚ 10´,31˚ 3´,21˚ 43´,- 7˚ 9´,131˚ 4´,171˚ 41´,217˚ 0´,247˚ 13´
0,20220106,대구,31˚ 37´,13˚ 11´,31˚ 9´,21˚ 52´,- 6˚ 59´,130˚ 54´,171˚ 33´,216˚ 58´,247˚ 15´
0,20220107,대구,31˚ 45´,13˚ 12´,31˚ 16´,22˚ 2´,- 6˚ 50´,130˚ 45´,171˚ 25´,216˚ 57´,247˚ 18´
0,20220108,대구,31˚ 53´,13˚ 14´,31˚ 23´,22˚ 11´,- 6˚ 41´,130˚ 35´,171˚ 17´,216˚ 56´,247˚ 21´
0,20220109,대구,32˚ 1´,13˚ 16´,31˚ 30´,22˚ 22´,- 6˚ 31´,130˚ 25´,171˚ 9´,216˚ 55´,247˚ 24´
0,20220110,대구,32˚ 10´,13˚ 19´,31˚ 38´,22˚ 32´,- 6˚ 21´,130˚ 14´,171˚ 1´,216˚ 55´,247˚ 28´
0,20220111,대구,32˚ 19´,13˚ 22´,31˚ 46´,22˚ 43´,- 6˚ 11´,130˚ 4´,170˚ 53´,216˚ 55´,247˚ 32´
0,20220112,대구,32˚ 28´,13˚ 25´,31˚ 55´,22˚ 54´,- 6˚ 1´,129˚ 53´,170˚ 45´,216˚ 55´,247˚ 36´
0,20220113,대구,32˚ 38´,13˚ 29´,32˚ 4´,23˚ 5´,- 5˚ 51´,129˚ 42´,170˚ 37´,216˚ 56´,247˚ 42´
0,20220114,대구,32˚ 49´,13˚ 33´,32˚ 13´,23˚ 17´,- 5˚ 41´,129˚ 31´,170˚ 29´,216˚ 57´,247˚ 47´
0,20220115,대구,32˚ 59´,13˚ 38´,32˚ 23´,23˚ 28´,- 5˚ 30´,129˚ 20´,170˚ 21´,216˚ 59´,247˚ 53´
0,20220116,대구,33˚ 11´,13˚ 43´,32˚ 34´,23˚ 41´,- 5˚ 20´,129˚ 9´,170˚ 14´,217˚ 1´,247˚ 59´
0,20220117,대구,33˚ 22´,13˚ 48´,32˚ 44´,23˚ 53´,- 5˚ 9´,128˚ 57´,170˚ 6´,217˚ 3´,248˚ 6´
0,20220118,대구,33˚ 34´,13˚ 54´,32˚ 56´,24˚ 6´,- 4˚ 58´,128˚ 45´,169˚ 59´,217˚ 6´,248˚ 13´
0,20220119,대구,33˚ 47´,14˚ 0´,33˚ 7´,24˚ 18´,- 4˚ 47´,128˚ 33´,169˚ 51´,217˚ 9´,248˚ 20´
0,20220120,대구,33˚ 59´,14˚ 6´,33˚ 19´,24˚ 32´,- 4˚ 36´,128˚ 21´,169˚ 44´,217˚ 12´,248˚ 28´
0,20220121,대구,34˚ 12´,14˚ 13´,33˚ 31´,24˚ 45´,- 4˚ 25´,128˚ 9´,169˚ 37´,217˚ 16´,248˚ 36´
0,20220122,대구,34˚ 26´,14˚ 20´,33˚ 44´,24˚ 58´,- 4˚ 14´,127˚ 57´,169˚ 29´,217˚ 20´,248˚ 45´
0,20220123,대구,34˚ 40´,14˚ 28´,33˚ 57´,25˚ 12´,- 4˚ 3´,127˚ 44´,169˚ 22´,217˚ 25´,248˚ 54´
0,20220124,대구,34˚ 54´,14˚ 36´,34˚ 11´,25˚ 26´,- 3˚ 51´,127˚ 31´,169˚ 15´,217˚ 29´,249˚ 3´
0,20220125,대구,35˚ 9´,14˚ 44´,34˚ 25´,25˚ 41´,- 3˚ 40´,127˚ 19´,169˚ 9´,217˚ 35´,249˚ 13´
0,20220126,대구,35˚ 24´,14˚ 53´,34˚ 39´,25˚ 55´,- 3˚ 28´,127˚ 6´,169˚ 2´,217˚ 40´,249˚ 23´
0,20220127,대구,35˚ 39´,15˚ 2´,34˚ 53´,26˚ 10´,- 3˚ 17´,126˚ 53´,168˚ 55´,217˚ 47´,249˚ 34´
0,20220128,대구,35˚ 54´,15˚ 11´,35˚ 8´,26˚ 24´,- 3˚ 5´,126˚ 39´,168˚ 49´,217˚ 53´,249˚ 45´
0,20220129,대구,36˚ 10´,15˚ 21´,35˚ 24´,26˚ 39´,- 2˚ 53´,126˚ 26´,168˚ 42´,218˚ 0´,249˚ 56´
0,20220130,대구,36˚ 27´,15˚ 31´,35˚ 39´,26˚ 54´,- 2˚ 42´,126˚ 13´,168˚ 36´,218˚ 7´,250˚ 8´
0,20220131,대구,36˚ 43´,15˚ 42´,35˚ 55´,27˚ 10´,- 2˚ 30´,125˚ 59´,168˚ 30´,218˚ 15´,250˚ 20´
0,20220201,대구,37˚ 0´,15˚ 53´,36˚ 12´,27˚ 25´,- 2˚ 18´,125˚ 45´,168˚ 23´,218˚ 23´,250˚ 32´
0,20220202,대구,37˚ 17´,16˚ 4´,36˚ 28´,27˚ 41´,- 2˚ 6´,125˚ 32´,168˚ 18´,218˚ 31´,250˚ 45´
0,20220203,대구,37˚ 35´,16˚ 15´,36˚ 45´,27˚ 57´,- 1˚ 54´,125˚ 18´,168˚ 12´,218˚ 40´,250˚ 58´
0,20220204,대구,37˚ 53´,16˚ 27´,37˚ 2´,28˚ 13´,- 1˚ 42´,125˚ 4´,168˚ 6´,218˚ 49´,251˚ 11´
0,20220205,대구,38˚ 11´,16˚ 39´,37˚ 20´,28˚ 29´,- 1˚ 31´,124˚ 50´,168˚ 0´,218˚ 59´,251˚ 25´
0,20220206,대구,38˚ 29´,16˚ 51´,37˚ 38´,28˚ 45´,- 1˚ 19´,124˚ 36´,167˚ 55´,219˚ 9´,251˚ 39´
0,20220207,대구,38˚ 48´,17˚ 4´,37˚ 56´,29˚ 1´,- 1˚ 7´,124˚ 22´,167˚ 50´,219˚ 20´,251˚ 53´
0,20220208,대구,39˚ 7´,17˚ 17´,38˚ 14´,29˚ 17´,- 0˚ 55´,124˚ 8´,167˚ 45´,219˚ 30´,252˚ 8´
0,20220209,대구,39˚ 26´,17˚ 30´,38˚ 33´,29˚ 34´,- 0˚ 43´,123˚ 53´,167˚ 40´,219˚ 42´,252˚ 23´
0,20220210,대구,39˚ 45´,17˚ 44´,38˚ 52´,29˚ 50´,- 0˚ 31´,123˚ 39´,167˚ 35´,219˚ 53´,252˚ 38´
0,20220211,대구,40˚ 5´,17˚ 58´,39˚ 11´,30˚ 7´,- 0˚ 19´,123˚ 24´,167˚ 30´,220˚ 5´,252˚ 54´
0,20220212,대구,40˚ 24´,18˚ 12´,39˚ 31´,30˚ 24´,- 0˚ 7´,123˚ 10´,167˚ 25´,220˚ 18´,253˚ 10´
0,20220213,대구,40˚ 44´,18˚ 27´,39˚ 50´,30˚ 40´,0˚ 5´,122˚ 55´,167˚ 21´,220˚ 31´,253˚ 26´
0,20220214,대구,41˚ 5´,18˚ 41´,40˚ 10´,30˚ 57´,0˚ 17´,122˚ 41´,167˚ 17´,220˚ 44´,253˚ 42´
0,20220215,대구,41˚ 25´,18˚ 56´,40˚ 31´,31˚ 14´,0˚ 28´,122˚ 26´,167˚ 12´,220˚ 57´,253˚ 59´
0,20220216,대구,41˚ 46´,19˚ 12´,40˚ 51´,31˚ 31´,0˚ 40´,122˚ 11´,167˚ 8´,221˚ 11´,254˚ 16´
0,20220217,대구,42˚ 7´,19˚ 27´,41˚ 12´,31˚ 48´,0˚ 52´,121˚ 56´,167˚ 5´,221˚ 26´,254˚ 34´
0,20220218,대구,42˚ 28´,19˚ 43´,41˚ 33´,32˚ 5´,1˚ 4´,121˚ 41´,167˚ 1´,221˚ 41´,254˚ 51´
0,20220219,대구,42˚ 49´,19˚ 59´,41˚ 54´,32˚ 22´,1˚ 16´,121˚ 27´,166˚ 57´,221˚ 56´,255˚ 9´
0,20220220,대구,43˚ 11´,20˚ 15´,42˚ 15´,32˚ 39´,1˚ 27´,121˚ 12´,166˚ 54´,222˚ 11´,255˚ 27´
0,20220221,대구,43˚ 32´,20˚ 31´,42˚ 37´,32˚ 56´,1˚ 39´,120˚ 56´,166˚ 50´,222˚ 27´,255˚ 45´
0,20220222,대구,43˚ 54´,20˚ 48´,42˚ 58´,33˚ 13´,1˚ 51´,120˚ 41´,166˚ 47´,222˚ 44´,256˚ 4´
0,20220223,대구,44˚ 16´,21˚ 5´,43˚ 20´,33˚ 30´,2˚ 2´,120˚ 26´,166˚ 44´,223˚ 0´,256˚ 23´
0,20220224,대구,44˚ 38´,21˚ 22´,43˚ 42´,33˚ 47´,2˚ 14´,120˚ 11´,166˚ 41´,223˚ 17´,256˚ 42´
0,20220225,대구,45˚ 0´,21˚ 39´,44˚ 5´,34˚ 4´,2˚ 26´,119˚ 56´,166˚ 38´,223˚ 35´,257˚ 1´
0,20220226,대구,45˚ 23´,21˚ 56´,44˚ 27´,34˚ 22´,2˚ 37´,119˚ 40´,166˚ 36´,223˚ 52´,257˚ 20´
0,20220227,대구,45˚ 45´,22˚ 14´,44˚ 50´,34˚ 39´,2˚ 49´,119˚ 25´,166˚ 33´,224˚ 10´,257˚ 40´
0,20220228,대구,46˚ 8´,22˚ 32´,45˚ 12´,34˚ 56´,3˚ 0´,119˚ 9´,166˚ 31´,224˚ 29´,257˚ 59´
0,20220301,대구,46˚ 30´,22˚ 49´,45˚ 35´,35˚ 13´,3˚ 11´,118˚ 54´,166˚ 28´,224˚ 48´,258˚ 19´
0,20220302,대구,46˚ 53´,23˚ 7´,45˚ 58´,35˚ 30´,3˚ 23´,118˚ 38´,166˚ 26´,225˚ 7´,258˚ 39´
0,20220303,대구,47˚ 16´,23˚ 26´,46˚ 21´,35˚ 47´,3˚ 34´,118˚ 23´,166˚ 24´,225˚ 26´,259˚ 0´
0,20220304,대구,47˚ 39´,23˚ 44´,46˚ 45´,36˚ 4´,3˚ 45´,118˚ 7´,166˚ 22´,225˚ 46´,259˚ 20´
0,20220305,대구,48˚ 2´,24˚ 2´,47˚ 8´,36˚ 20´,3˚ 57´,117˚ 51´,166˚ 20´,226˚ 6´,259˚ 41´
0,20220306,대구,48˚ 26´,24˚ 21´,47˚ 31´,36˚ 37´,4˚ 8´,117˚ 35´,166˚ 19´,226˚ 26´,260˚ 1´
0,20220307,대구,48˚ 49´,24˚ 39´,47˚ 55´,36˚ 54´,4˚ 19´,117˚ 19´,166˚ 17´,226˚ 47´,260˚ 22´
0,20220308,대구,49˚ 12´,24˚ 58´,48˚ 18´,37˚ 11´,4˚ 30´,117˚ 4´,166˚ 15´,227˚ 8´,260˚ 43´
0,20220309,대구,49˚ 36´,25˚ 17´,48˚ 42´,37˚ 27´,4˚ 41´,116˚ 48´,166˚ 14´,227˚ 29´,261˚ 4´
0,20220310,대구,49˚ 59´,25˚ 36´,49˚ 6´,37˚ 44´,4˚ 52´,116˚ 32´,166˚ 13´,227˚ 51´,261˚ 26´
0,20220311,대구,50˚ 23´,25˚ 55´,49˚ 30´,38˚ 0´,5˚ 3´,116˚ 15´,166˚ 12´,228˚ 13´,261˚ 47´
0,20220312,대구,50˚ 46´,26˚ 14´,49˚ 54´,38˚ 16´,5˚ 14´,115˚ 59´,166˚ 10´,228˚ 35´,262˚ 8´
0,20220313,대구,51˚ 10´,26˚ 33´,50˚ 18´,38˚ 33´,5˚ 25´,115˚ 43´,166˚ 9´,228˚ 58´,262˚ 30´
0,20220314,대구,51˚ 34´,26˚ 52´,50˚ 42´,38˚ 49´,5˚ 35´,115˚ 27´,166˚ 9´,229˚ 20´,262˚ 51´
0,20220315,대구,51˚ 57´,27˚ 11´,51˚ 6´,39˚ 5´,5˚ 46´,115˚ 11´,166˚ 8´,229˚ 43´,263˚ 13´
0,20220316,대구,52˚ 21´,27˚ 30´,51˚ 30´,39˚ 21´,5˚ 57´,114˚ 54´,166˚ 7´,230˚ 7´,263˚ 35´
0,20220317,대구,52˚ 45´,27˚ 49´,51˚ 54´,39˚ 37´,6˚ 7´,114˚ 38´,166˚ 6´,230˚ 30´,263˚ 57´
0,20220318,대구,53˚ 8´,28˚ 9´,52˚ 18´,39˚ 53´,6˚ 18´,114˚ 21´,166˚ 6´,230˚ 54´,264˚ 18´
0,20220319,대구,53˚ 32´,28˚ 28´,52˚ 42´,40˚ 8´,6˚ 28´,114˚ 5´,166˚ 5´,231˚ 18´,264˚ 40´
0,20220320,대구,53˚ 56´,28˚ 47´,53˚ 6´,40˚ 24´,6˚ 39´,113˚ 48´,166˚ 5´,231˚ 42´,265˚ 2´
0,20220321,대구,54˚ 20´,29˚ 6´,53˚ 30´,40˚ 39´,6˚ 49´,113˚ 31´,166˚ 4´,232˚ 6´,265˚ 24´
0,20220322,대구,54˚ 43´,29˚ 25´,53˚ 54´,40˚ 54´,6˚ 59´,113˚ 15´,166˚ 4´,232˚ 31´,265˚ 46´
0,20220323,대구,55˚ 7´,29˚ 44´,54˚ 19´,41˚ 10´,7˚ 10´,112˚ 58´,166˚ 4´,232˚ 56´,266˚ 8´
0,20220324,대구,55˚ 31´,30˚ 4´,54˚ 43´,41˚ 25´,7˚ 20´,112˚ 41´,166˚ 3´,233˚ 21´,266˚ 30´
0,20220325,대구,55˚ 54´,30˚ 23´,55˚ 7´,41˚ 40´,7˚ 30´,112˚ 24´,166˚ 3´,233˚ 46´,266˚ 52´
0,20220326,대구,56˚ 18´,30˚ 42´,55˚ 31´,41˚ 54´,7˚ 40´,112˚ 7´,166˚ 3´,234˚ 11´,267˚ 14´
0,20220327,대구,56˚ 41´,31˚ 0´,55˚ 55´,42˚ 9´,7˚ 50´,111˚ 50´,166˚ 2´,234˚ 37´,267˚ 36´
0,20220328,대구,57˚ 5´,31˚ 19´,56˚ 18´,42˚ 24´,8˚ 0´,111˚ 32´,166˚ 2´,235˚ 2´,267˚ 57´
0,20220329,대구,57˚ 28´,31˚ 38´,56˚ 42´,42˚ 38´,8˚ 10´,111˚ 15´,166˚ 2´,235˚ 28´,268˚ 19´
0,20220330,대구,57˚ 51´,31˚ 57´,57˚ 6´,42˚ 53´,8˚ 20´,110˚ 58´,166˚ 1´,235˚ 54´,268˚ 41´
0,20220331,대구,58˚ 15´,32˚ 15´,57˚ 30´,43˚ 7´,8˚ 30´,110˚ 40´,166˚ 1´,236˚ 20´,269˚ 3´
0,20220401,대구,58˚ 38´,32˚ 34´,57˚ 53´,43˚ 21´,8˚ 40´,110˚ 23´,166˚ 1´,236˚ 46´,269˚ 25´
0,20220402,대구,59˚ 1´,32˚ 52´,58˚ 17´,43˚ 35´,8˚ 50´,110˚ 5´,166˚ 0´,237˚ 12´,269˚ 46´
0,20220403,대구,59˚ 24´,33˚ 10´,58˚ 41´,43˚ 48´,9˚ 0´,109˚ 47´,166˚ 0´,237˚ 38´,270˚ 8´
0,20220404,대구,59˚ 47´,33˚ 28´,59˚ 4´,44˚ 2´,9˚ 10´,109˚ 30´,165˚ 59´,238˚ 5´,270˚ 29´
0,20220405,대구,60˚ 10´,33˚ 46´,59˚ 27´,44˚ 16´,9˚ 20´,109˚ 12´,165˚ 59´,238˚ 31´,270˚ 50´
0,20220406,대구,60˚ 33´,34˚ 4´,59˚ 50´,44˚ 29´,9˚ 29´,108˚ 54´,165˚ 58´,238˚ 57´,271˚ 12´
0,20220407,대구,60˚ 55´,34˚ 22´,60˚ 13´,44˚ 42´,9˚ 39´,108˚ 36´,165˚ 57´,239˚ 24´,271˚ 33´
0,20220408,대구,61˚ 18´,34˚ 39´,60˚ 36´,44˚ 55´,9˚ 49´,108˚ 18´,165˚ 56´,239˚ 50´,271˚ 54´
0,20220409,대구,61˚ 40´,34˚ 56´,60˚ 59´,45˚ 8´,9˚ 58´,108˚ 0´,165˚ 55´,240˚ 17´,272˚ 15´
0,20220410,대구,62˚ 3´,35˚ 14´,61˚ 22´,45˚ 21´,10˚ 8´,107˚ 42´,165˚ 54´,240˚ 43´,272˚ 36´
0,20220411,대구,62˚ 25´,35˚ 31´,61˚ 44´,45˚ 34´,10˚ 17´,107˚ 24´,165˚ 53´,241˚ 10´,272˚ 56´
0,20220412,대구,62˚ 47´,35˚ 47´,62˚ 6´,45˚ 46´,10˚ 27´,107˚ 6´,165˚ 52´,241˚ 36´,273˚ 17´
0,20220413,대구,63˚ 8´,36˚ 4´,62˚ 29´,45˚ 58´,10˚ 36´,106˚ 47´,165˚ 51´,242˚ 3´,273˚ 37´
0,20220414,대구,63˚ 30´,36˚ 20´,62˚ 51´,46˚ 11´,10˚ 46´,106˚ 29´,165˚ 49´,242˚ 29´,273˚ 57´
0,20220415,대구,63˚ 52´,36˚ 36´,63˚ 12´,46˚ 23´,10˚ 55´,106˚ 11´,165˚ 47´,242˚ 56´,274˚ 18´
0,20220416,대구,64˚ 13´,36˚ 52´,63˚ 34´,46˚ 34´,11˚ 4´,105˚ 52´,165˚ 46´,243˚ 22´,274˚ 37´
0,20220417,대구,64˚ 34´,37˚ 8´,63˚ 56´,46˚ 46´,11˚ 13´,105˚ 34´,165˚ 44´,243˚ 48´,274˚ 57´
0,20220418,대구,64˚ 55´,37˚ 24´,64˚ 17´,46˚ 58´,11˚ 23´,105˚ 15´,165˚ 41´,244˚ 14´,275˚ 17´
0,20220419,대구,65˚ 16´,37˚ 39´,64˚ 38´,47˚ 9´,11˚ 32´,104˚ 57´,165˚ 39´,244˚ 40´,275˚ 36´
0,20220420,대구,65˚ 37´,37˚ 54´,64˚ 59´,47˚ 21´,11˚ 41´,104˚ 38´,165˚ 36´,245˚ 6´,275˚ 55´
0,20220421,대구,65˚ 57´,38˚ 8´,65˚ 19´,47˚ 32´,11˚ 50´,104˚ 20´,165˚ 33´,245˚ 32´,276˚ 14´
0,20220422,대구,66˚ 18´,38˚ 23´,65˚ 40´,47˚ 43´,11˚ 59´,104˚ 1´,165˚ 30´,245˚ 57´,276˚ 33´
0,20220423,대구,66˚ 38´,38˚ 37´,66˚ 0´,47˚ 54´,12˚ 8´,103˚ 43´,165˚ 26´,246˚ 23´,276˚ 51´
0,20220424,대구,66˚ 58´,38˚ 51´,66˚ 20´,48˚ 5´,12˚ 17´,103˚ 24´,165˚ 23´,246˚ 48´,277˚ 10´
0,20220425,대구,67˚ 17´,39˚ 5´,66˚ 40´,48˚ 15´,12˚ 26´,103˚ 6´,165˚ 19´,247˚ 13´,277˚ 28´
0,20220426,대구,67˚ 37´,39˚ 18´,67˚ 0´,48˚ 26´,12˚ 35´,102˚ 47´,165˚ 14´,247˚ 38´,277˚ 45´
