,날짜,위치,남중고도,9시고도,12시고도,15시고도,18시고도,9시방위각,12시방위각,15시방위각,18시방위각
0,20171105,대구,38˚ 26´,21˚ 47´,38˚ 23´,24˚ 28´,-7˚ 21´,128˚ 47´,177˚ 11´,225˚ 49´,255˚ 49´
0,20171106,대구,38˚ 8´,21˚ 32´,38˚ 5´,24˚ 14´,-7˚ 31´,128˚ 59´,177˚ 11´,225˚ 37´,255˚ 34´
0,20171107,대구,37˚ 50´,21˚ 18´,37˚ 47´,24˚ 1´,-7˚ 41´,129˚ 11´,177˚ 11´,225˚ 25´,255˚ 19´
0,20171108,대구,37˚ 32´,21˚ 4´,37˚ 30´,23˚ 47´,-7˚ 50´,129˚ 23´,177˚ 11´,225˚ 12´,255˚ 4´
0,20171109,대구,37˚ 15´,20˚ 50´,37˚ 12´,23˚ 34´,-7˚ 59´,129˚ 34´,177˚ 10´,225˚ 0´,254˚ 49´
0,20171110,대구,36˚ 58´,20˚ 36´,36˚ 55´,23˚ 21´,-8˚ 8´,129˚ 45´,177˚ 10´,224˚ 48´,254˚ 34´
0,20171111,대구,36˚ 41´,20˚ 22´,36˚ 39´,23˚ 9´,-8˚ 16´,129˚ 56´,177˚ 9´,224˚ 36´,254˚ 20´
0,20171112,대구,36˚ 25´,20˚ 9´,36˚ 22´,22˚ 57´,-8˚ 24´,130˚ 6´,177˚ 7´,224˚ 24´,254˚ 5´
0,20171113,대구,36˚ 9´,19˚ 55´,36˚ 6´,22˚ 45´,-8˚ 32´,130˚ 15´,177˚ 6´,224˚ 12´,253˚ 51´
0,20171114,대구,35˚ 53´,19˚ 42´,35˚ 50´,22˚ 34´,-8˚ 39´,130˚ 25´,177˚ 4´,224˚ 0´,253˚ 37´
0,20171115,대구,35˚ 38´,19˚ 28´,35˚ 35´,22˚ 23´,-8˚ 46´,130˚ 34´,177˚ 2´,223˚ 48´,253˚ 23´
0,20171116,대구,35˚ 23´,19˚ 15´,35˚ 19´,22˚ 12´,-8˚ 52´,130˚ 42´,177˚ 0´,223˚ 36´,253˚ 9´
0,20171117,대구,35˚ 8´,19˚ 2´,35˚ 5´,22˚ 2´,-8˚ 58´,130˚ 50´,176˚ 57´,223˚ 24´,252˚ 55´
0,20171118,대구,34˚ 53´,18˚ 49´,34˚ 50´,21˚ 52´,-9˚ 4´,130˚ 58´,176˚ 55´,223˚ 12´,252˚ 41´
0,20171119,대구,34˚ 39´,18˚ 36´,34˚ 36´,21˚ 42´,-9˚ 10´,131˚ 5´,176˚ 52´,223˚ 1´,252˚ 28´
0,20171120,대구,34˚ 26´,18˚ 23´,34˚ 22´,21˚ 33´,-9˚ 15´,131˚ 12´,176˚ 49´,222˚ 49´,252˚ 14´
0,20171121,대구,34˚ 12´,18˚ 10´,34˚ 8´,21˚ 24´,-9˚ 20´,131˚ 18´,176˚ 45´,222˚ 38´,252˚ 1´
0,20171122,대구,33˚ 59´,17˚ 58´,33˚ 55´,21˚ 16´,-9˚ 24´,131˚ 25´,176˚ 42´,222˚ 27´,251˚ 48´
0,20171123,대구,33˚ 46´,17˚ 46´,33˚ 42´,21˚ 8´,-9˚ 28´,131˚ 30´,176˚ 38´,222˚ 15´,251˚ 36´
0,20171124,대구,33˚ 34´,17˚ 34´,33˚ 30´,21˚ 0´,-9˚ 32´,131˚ 36´,176˚ 34´,222˚ 4´,251˚ 23´
0,20171125,대구,33˚ 22´,17˚ 22´,33˚ 18´,20˚ 53´,-9˚ 35´,131˚ 40´,176˚ 29´,221˚ 53´,251˚ 11´
0,20171126,대구,33˚ 11´,17˚ 10´,33˚ 6´,20˚ 46´,-9˚ 38´,131˚ 45´,176˚ 25´,221˚ 42´,250˚ 59´
0,20171127,대구,33˚ 0´,16˚ 59´,32˚ 55´,20˚ 40´,-9˚ 40´,131˚ 49´,176˚ 20´,221˚ 32´,250˚ 47´
0,20171128,대구,32˚ 49´,16˚ 47´,32˚ 44´,20˚ 34´,-9˚ 43´,131˚ 53´,176˚ 16´,221˚ 21´,250˚ 36´
0,20171129,대구,32˚ 39´,16˚ 36´,32˚ 33´,20˚ 28´,-9˚ 44´,131˚ 56´,176˚ 11´,221˚ 10´,250˚ 24´
0,20171130,대구,32˚ 29´,16˚ 26´,32˚ 23´,20˚ 23´,-9˚ 46´,131˚ 59´,176˚ 5´,221˚ 0´,250˚ 13´
0,20171201,대구,32˚ 19´,16˚ 15´,32˚ 13´,20˚ 18´,-9˚ 47´,132˚ 1´,176˚ 0´,220˚ 50´,250˚ 2´
0,20171202,대구,32˚ 10´,16˚ 5´,32˚ 4´,20˚ 13´,-9˚ 48´,132˚ 3´,175˚ 55´,220˚ 40´,249˚ 52´
0,20171203,대구,32˚ 2´,15˚ 54´,31˚ 55´,20˚ 9´,-9˚ 48´,132˚ 5´,175˚ 49´,220˚ 30´,249˚ 42´
0,20171204,대구,31˚ 53´,15˚ 44´,31˚ 46´,20˚ 6´,-9˚ 48´,132˚ 6´,175˚ 43´,220˚ 20´,249˚ 32´
0,20171205,대구,31˚ 45´,15˚ 35´,31˚ 38´,20˚ 3´,-9˚ 48´,132˚ 7´,175˚ 37´,220˚ 10´,249˚ 22´
0,20171206,대구,31˚ 38´,15˚ 25´,31˚ 30´,20˚ 0´,-9˚ 48´,132˚ 8´,175˚ 31´,220˚ 1´,249˚ 13´
0,20171207,대구,31˚ 31´,15˚ 16´,31˚ 23´,19˚ 57´,-9˚ 47´,132˚ 8´,175˚ 25´,219˚ 52´,249˚ 3´
0,20171208,대구,31˚ 25´,15˚ 8´,31˚ 16´,19˚ 56´,-9˚ 45´,132˚ 8´,175˚ 18´,219˚ 42´,248˚ 55´
0,20171209,대구,31˚ 19´,14˚ 59´,31˚ 10´,19˚ 54´,-9˚ 44´,132˚ 7´,175˚ 11´,219˚ 33´,248˚ 46´
0,20171210,대구,31˚ 13´,14˚ 51´,31˚ 4´,19˚ 53´,-9˚ 42´,132˚ 6´,175˚ 5´,219˚ 25´,248˚ 38´
0,20171211,대구,31˚ 8´,14˚ 43´,30˚ 58´,19˚ 52´,-9˚ 39´,132˚ 5´,174˚ 58´,219˚ 16´,248˚ 30´
0,20171212,대구,31˚ 3´,14˚ 35´,30˚ 53´,19˚ 52´,-9˚ 37´,132˚ 3´,174˚ 51´,219˚ 8´,248˚ 23´
0,20171213,대구,30˚ 59´,14˚ 27´,30˚ 48´,19˚ 52´,-9˚ 34´,132˚ 1´,174˚ 44´,219˚ 0´,248˚ 15´
0,20171214,대구,30˚ 55´,14˚ 20´,30˚ 44´,19˚ 53´,-9˚ 31´,131˚ 59´,174˚ 37´,218˚ 52´,248˚ 9´
0,20171215,대구,30˚ 52´,14˚ 14´,30˚ 40´,19˚ 54´,-9˚ 27´,131˚ 56´,174˚ 29´,218˚ 44´,248˚ 2´
0,20171216,대구,30˚ 49´,14˚ 7´,30˚ 37´,19˚ 55´,-9˚ 23´,131˚ 53´,174˚ 22´,218˚ 36´,247˚ 56´
0,20171217,대구,30˚ 47´,14˚ 1´,30˚ 34´,19˚ 57´,-9˚ 19´,131˚ 49´,174˚ 14´,218˚ 29´,247˚ 50´
0,20171218,대구,30˚ 45´,13˚ 55´,30˚ 31´,19˚ 59´,-9˚ 14´,131˚ 45´,174˚ 7´,218˚ 22´,247˚ 45´
0,20171219,대구,30˚ 43´,13˚ 49´,30˚ 29´,20˚ 1´,-9˚ 10´,131˚ 41´,173˚ 59´,218˚ 15´,247˚ 40´
0,20171220,대구,30˚ 42´,13˚ 44´,30˚ 27´,20˚ 4´,-9˚ 4´,131˚ 37´,173˚ 51´,218˚ 8´,247˚ 35´
0,20171221,대구,30˚ 42´,13˚ 39´,30˚ 26´,20˚ 8´,-8˚ 59´,131˚ 32´,173˚ 43´,218˚ 2´,247˚ 31´
0,20171222,대구,30˚ 42´,13˚ 35´,30˚ 26´,20˚ 12´,-8˚ 53´,131˚ 27´,173˚ 35´,217˚ 56´,247˚ 27´
0,20171223,대구,30˚ 42´,13˚ 31´,30˚ 25´,20˚ 16´,-8˚ 48´,131˚ 21´,173˚ 27´,217˚ 50´,247˚ 23´
0,20171224,대구,30˚ 43´,13˚ 27´,30˚ 26´,20˚ 20´,-8˚ 41´,131˚ 15´,173˚ 19´,217˚ 44´,247˚ 20´
0,20171225,대구,30˚ 45´,13˚ 23´,30˚ 26´,20˚ 25´,-8˚ 35´,131˚ 9´,173˚ 11´,217˚ 39´,247˚ 17´
0,20171226,대구,30˚ 47´,13˚ 20´,30˚ 27´,20˚ 30´,-8˚ 28´,131˚ 3´,173˚ 3´,217˚ 34´,247˚ 15´
0,20171227,대구,30˚ 49´,13˚ 18´,30˚ 29´,20˚ 36´,-8˚ 21´,130˚ 56´,172˚ 55´,217˚ 29´,247˚ 13´
0,20171228,대구,30˚ 52´,13˚ 15´,30˚ 31´,20˚ 42´,-8˚ 14´,130˚ 49´,172˚ 47´,217˚ 25´,247˚ 11´
0,20171229,대구,30˚ 55´,13˚ 13´,30˚ 33´,20˚ 48´,-8˚ 7´,130˚ 42´,172˚ 39´,217˚ 21´,247˚ 10´
0,20171230,대구,30˚ 59´,13˚ 12´,30˚ 36´,20˚ 55´,-7˚ 59´,130˚ 34´,172˚ 31´,217˚ 17´,247˚ 9´
0,20171231,대구,31˚ 3´,13˚ 11´,30˚ 40´,21˚ 2´,-7˚ 51´,130˚ 26´,172˚ 22´,217˚ 13´,247˚ 9´
0,20180101,대구,31˚ 7´,13˚ 9´,30˚ 43´,21˚ 10´,-7˚ 43´,131˚ 39´,172˚ 14´,217˚ 9´,247˚ 9´
0,20180102,대구,31˚ 12´,13˚ 9´,30˚ 48´,21˚ 18´,-7˚ 35´,131˚ 30´,172˚ 5´,217˚ 6´,247˚ 9´
0,20180103,대구,31˚ 18´,13˚ 9´,30˚ 52´,21˚ 26´,-7˚ 26´,131˚ 22´,171˚ 57´,217˚ 4´,247˚ 10´
0,20180104,대구,31˚ 24´,13˚ 9´,30˚ 57´,21˚ 34´,-7˚ 17´,131˚ 13´,171˚ 49´,217˚ 2´,247˚ 11´
0,20180105,대구,31˚ 30´,13˚ 10´,31˚ 3´,21˚ 43´,-7˚ 8´,131˚ 4´,171˚ 41´,217˚ 0´,247˚ 13´
0,20180106,대구,31˚ 37´,13˚ 11´,31˚ 9´,21˚ 52´,-6˚ 59´,130˚ 54´,171˚ 33´,216˚ 58´,247˚ 15´
0,20180107,대구,31˚ 45´,13˚ 12´,31˚ 16´,22˚ 2´,-6˚ 50´,130˚ 45´,171˚ 25´,216˚ 57´,247˚ 18´
0,20180108,대구,31˚ 53´,13˚ 14´,31˚ 23´,22˚ 11´,-6˚ 41´,130˚ 35´,171˚ 17´,216˚ 56´,247˚ 21´
0,20180109,대구,32˚ 1´,13˚ 16´,31˚ 30´,22˚ 22´,-6˚ 31´,130˚ 25´,171˚ 8´,216˚ 55´,247˚ 24´
0,20180110,대구,32˚ 9´,13˚ 19´,31˚ 38´,22˚ 32´,-6˚ 21´,130˚ 14´,171˚ 0´,216˚ 55´,247˚ 28´
0,20180111,대구,32˚ 19´,13˚ 22´,31˚ 46´,22˚ 43´,-6˚ 11´,130˚ 4´,170˚ 52´,216˚ 55´,247˚ 32´
0,20180112,대구,32˚ 28´,13˚ 25´,31˚ 55´,22˚ 54´,-6˚ 1´,129˚ 53´,170˚ 45´,216˚ 55´,247˚ 36´
0,20180113,대구,32˚ 38´,13˚ 29´,32˚ 4´,23˚ 5´,-5˚ 51´,129˚ 42´,170˚ 37´,216˚ 56´,247˚ 41´
0,20180114,대구,32˚ 48´,13˚ 33´,32˚ 13´,23˚ 17´,-5˚ 41´,129˚ 31´,170˚ 29´,216˚ 57´,247˚ 47´
0,20180115,대구,32˚ 59´,13˚ 38´,32˚ 23´,23˚ 28´,-5˚ 30´,129˚ 20´,170˚ 21´,216˚ 59´,247˚ 53´
0,20180116,대구,33˚ 10´,13˚ 42´,32˚ 34´,23˚ 41´,-5˚ 20´,129˚ 8´,170˚ 13´,217˚ 0´,247˚ 59´
0,20180117,대구,33˚ 22´,13˚ 48´,32˚ 44´,23˚ 53´,-5˚ 9´,128˚ 57´,170˚ 6´,217˚ 3´,248˚ 5´
0,20180118,대구,33˚ 34´,13˚ 53´,32˚ 55´,24˚ 6´,-4˚ 58´,128˚ 45´,169˚ 58´,217˚ 5´,248˚ 12´
0,20180119,대구,33˚ 46´,14˚ 0´,33˚ 7´,24˚ 19´,-4˚ 47´,128˚ 33´,169˚ 51´,217˚ 8´,248˚ 20´
0,20180120,대구,33˚ 59´,14˚ 6´,33˚ 19´,24˚ 32´,-4˚ 36´,128˚ 21´,169˚ 43´,217˚ 12´,248˚ 28´
0,20180121,대구,34˚ 12´,14˚ 13´,33˚ 31´,24˚ 45´,-4˚ 25´,128˚ 9´,169˚ 36´,217˚ 15´,248˚ 36´
0,20180122,대구,34˚ 26´,14˚ 20´,33˚ 44´,24˚ 59´,-4˚ 14´,127˚ 56´,169˚ 29´,217˚ 19´,248˚ 44´
0,20180123,대구,34˚ 40´,14˚ 28´,33˚ 57´,25˚ 12´,-4˚ 2´,127˚ 44´,169˚ 22´,217˚ 24´,248˚ 53´
0,20180124,대구,34˚ 54´,14˚ 36´,34˚ 11´,25˚ 26´,-3˚ 51´,127˚ 31´,169˚ 15´,217˚ 29´,249˚ 3´
0,20180125,대구,35˚ 8´,14˚ 44´,34˚ 24´,25˚ 41´,-3˚ 40´,127˚ 18´,169˚ 8´,217˚ 34´,249˚ 13´
0,20180126,대구,35˚ 23´,14˚ 53´,34˚ 39´,25˚ 55´,-3˚ 28´,127˚ 5´,169˚ 1´,217˚ 40´,249˚ 23´
0,20180127,대구,35˚ 39´,15˚ 2´,34˚ 53´,26˚ 10´,-3˚ 17´,126˚ 52´,168˚ 55´,217˚ 46´,249˚ 33´
0,20180128,대구,35˚ 54´,15˚ 11´,35˚ 8´,26˚ 24´,-3˚ 5´,126˚ 39´,168˚ 48´,217˚ 52´,249˚ 44´
0,20180129,대구,36˚ 10´,15˚ 21´,35˚ 23´,26˚ 39´,-2˚ 53´,126˚ 26´,168˚ 42´,217˚ 59´,249˚ 55´
0,20180130,대구,36˚ 26´,15˚ 31´,35˚ 39´,26˚ 54´,-2˚ 42´,126˚ 13´,168˚ 35´,218˚ 7´,250˚ 7´
0,20180131,대구,36˚ 43´,15˚ 41´,35˚ 55´,27˚ 10´,-2˚ 30´,125˚ 59´,168˚ 29´,218˚ 14´,250˚ 19´
0,20180201,대구,37˚ 0´,15˚ 52´,36˚ 11´,27˚ 25´,-2˚ 18´,125˚ 45´,168˚ 23´,218˚ 22´,250˚ 31´
0,20180202,대구,37˚ 17´,16˚ 3´,36˚ 28´,27˚ 41´,-2˚ 6´,125˚ 32´,168˚ 17´,218˚ 31´,250˚ 44´
0,20180203,대구,37˚ 35´,16˚ 15´,36˚ 45´,27˚ 56´,-1˚ 54´,125˚ 18´,168˚ 12´,218˚ 40´,250˚ 57´
0,20180204,대구,37˚ 52´,16˚ 27´,37˚ 2´,28˚ 12´,-1˚ 43´,125˚ 4´,168˚ 6´,218˚ 49´,251˚ 11´
0,20180205,대구,38˚ 10´,16˚ 39´,37˚ 19´,28˚ 28´,-1˚ 31´,124˚ 50´,168˚ 0´,218˚ 59´,251˚ 24´
0,20180206,대구,38˚ 29´,16˚ 51´,37˚ 37´,28˚ 44´,-1˚ 19´,124˚ 36´,167˚ 55´,219˚ 9´,251˚ 38´
0,20180207,대구,38˚ 47´,17˚ 4´,37˚ 55´,29˚ 1´,-1˚ 7´,124˚ 22´,167˚ 50´,219˚ 19´,251˚ 53´
0,20180208,대구,39˚ 6´,17˚ 17´,38˚ 14´,29˚ 17´,0˚ 55´,124˚ 8´,167˚ 45´,219˚ 30´,252˚ 7´
0,20180209,대구,39˚ 25´,17˚ 30´,38˚ 33´,29˚ 33´,0˚ 43´,123˚ 54´,167˚ 40´,219˚ 41´,252˚ 22´
0,20180210,대구,39˚ 45´,17˚ 44´,38˚ 51´,29˚ 50´,0˚ 31´,123˚ 39´,167˚ 35´,219˚ 53´,252˚ 38´
0,20180211,대구,40˚ 4´,17˚ 58´,39˚ 11´,30˚ 7´,0˚ 19´,123˚ 25´,167˚ 30´,220˚ 5´,252˚ 53´
0,20180212,대구,40˚ 24´,18˚ 12´,39˚ 30´,30˚ 23´,0˚ 7´,123˚ 10´,167˚ 25´,220˚ 17´,253˚ 9´
0,20180213,대구,40˚ 44´,18˚ 26´,39˚ 50´,30˚ 40´,0˚ 5´,122˚ 56´,167˚ 21´,220˚ 30´,253˚ 25´
0,20180214,대구,41˚ 4´,18˚ 41´,40˚ 10´,30˚ 57´,0˚ 16´,122˚ 41´,167˚ 17´,220˚ 43´,253˚ 42´
0,20180215,대구,41˚ 25´,18˚ 56´,40˚ 30´,31˚ 14´,0˚ 28´,122˚ 26´,167˚ 12´,220˚ 57´,253˚ 59´
0,20180216,대구,41˚ 45´,19˚ 11´,40˚ 51´,31˚ 31´,0˚ 40´,122˚ 11´,167˚ 8´,221˚ 11´,254˚ 16´
0,20180217,대구,42˚ 6´,19˚ 27´,41˚ 11´,31˚ 48´,0˚ 52´,121˚ 57´,167˚ 4´,221˚ 25´,254˚ 33´
0,20180218,대구,42˚ 27´,19˚ 42´,41˚ 32´,32˚ 5´,1˚ 4´,121˚ 42´,167˚ 1´,221˚ 40´,254˚ 51´
0,20180219,대구,42˚ 49´,19˚ 58´,41˚ 53´,32˚ 22´,1˚ 16´,121˚ 27´,166˚ 57´,221˚ 55´,255˚ 8´
0,20180220,대구,43˚ 10´,20˚ 14´,42˚ 15´,32˚ 39´,1˚ 27´,121˚ 12´,166˚ 53´,222˚ 11´,255˚ 26´
0,20180221,대구,43˚ 32´,20˚ 31´,42˚ 36´,32˚ 56´,1˚ 39´,120˚ 57´,166˚ 50´,222˚ 27´,255˚ 45´
0,20180222,대구,43˚ 54´,20˚ 47´,42˚ 58´,33˚ 13´,1˚ 51´,120˚ 41´,166˚ 47´,222˚ 43´,256˚ 3´
0,20180223,대구,44˚ 15´,21˚ 4´,43˚ 20´,33˚ 30´,2˚ 2´,120˚ 26´,166˚ 44´,222˚ 59´,256˚ 22´
0,20180224,대구,44˚ 38´,21˚ 21´,43˚ 42´,33˚ 47´,2˚ 14´,120˚ 11´,166˚ 41´,223˚ 16´,256˚ 41´
0,20180225,대구,45˚ 0´,21˚ 38´,44˚ 4´,34˚ 4´,2˚ 26´,119˚ 56´,166˚ 38´,223˚ 34´,257˚ 0´
0,20180226,대구,45˚ 22´,21˚ 56´,44˚ 27´,34˚ 21´,2˚ 37´,119˚ 40´,166˚ 35´,223˚ 52´,257˚ 19´
0,20180227,대구,45˚ 45´,22˚ 13´,44˚ 49´,34˚ 38´,2˚ 49´,119˚ 25´,166˚ 33´,224˚ 10´,257˚ 39´
0,20180228,대구,46˚ 7´,22˚ 31´,45˚ 12´,34˚ 55´,3˚ 0´,119˚ 10´,166˚ 30´,224˚ 28´,257˚ 59´
0,20180301,대구,46˚ 30´,22˚ 49´,45˚ 35´,35˚ 12´,3˚ 11´,118˚ 54´,166˚ 28´,224˚ 47´,258˚ 19´
0,20180302,대구,46˚ 53´,23˚ 7´,45˚ 58´,35˚ 29´,3˚ 23´,118˚ 39´,166˚ 26´,225˚ 6´,258˚ 39´
0,20180303,대구,47˚ 16´,23˚ 25´,46˚ 21´,35˚ 46´,3˚ 34´,118˚ 23´,166˚ 24´,225˚ 25´,258˚ 59´
0,20180304,대구,47˚ 39´,23˚ 43´,46˚ 44´,36˚ 3´,3˚ 45´,118˚ 7´,166˚ 22´,225˚ 45´,259˚ 20´
0,20180305,대구,48˚ 2´,24˚ 2´,47˚ 7´,36˚ 20´,3˚ 56´,117˚ 52´,166˚ 20´,226˚ 5´,259˚ 40´
0,20180306,대구,48˚ 25´,24˚ 20´,47˚ 31´,36˚ 37´,4˚ 7´,117˚ 36´,166˚ 19´,226˚ 26´,260˚ 1´
0,20180307,대구,48˚ 48´,24˚ 39´,47˚ 54´,36˚ 53´,4˚ 18´,117˚ 20´,166˚ 17´,226˚ 46´,260˚ 22´
0,20180308,대구,49˚ 12´,24˚ 58´,48˚ 18´,37˚ 10´,4˚ 30´,117˚ 4´,166˚ 16´,227˚ 8´,260˚ 43´
0,20180309,대구,49˚ 35´,25˚ 16´,48˚ 41´,37˚ 27´,4˚ 41´,116˚ 48´,166˚ 14´,227˚ 29´,261˚ 4´
0,20180310,대구,49˚ 58´,25˚ 35´,49˚ 5´,37˚ 43´,4˚ 51´,116˚ 32´,166˚ 13´,227˚ 50´,261˚ 25´
0,20180311,대구,50˚ 22´,25˚ 54´,49˚ 29´,38˚ 0´,5˚ 2´,116˚ 16´,166˚ 12´,228˚ 12´,261˚ 46´
0,20180312,대구,50˚ 46´,26˚ 13´,49˚ 53´,38˚ 16´,5˚ 13´,116˚ 0´,166˚ 11´,228˚ 35´,262˚ 8´
0,20180313,대구,51˚ 9´,26˚ 32´,50˚ 17´,38˚ 32´,5˚ 24´,115˚ 44´,166˚ 10´,228˚ 57´,262˚ 29´
0,20180314,대구,51˚ 33´,26˚ 51´,50˚ 41´,38˚ 48´,5˚ 35´,115˚ 27´,166˚ 9´,229˚ 20´,262˚ 51´
0,20180315,대구,51˚ 57´,27˚ 10´,51˚ 5´,39˚ 4´,5˚ 45´,115˚ 11´,166˚ 8´,229˚ 43´,263˚ 12´
0,20180316,대구,52˚ 20´,27˚ 30´,51˚ 29´,39˚ 20´,5˚ 56´,114˚ 55´,166˚ 7´,230˚ 6´,263˚ 34´
0,20180317,대구,52˚ 44´,27˚ 49´,51˚ 53´,39˚ 36´,6˚ 7´,114˚ 38´,166˚ 7´,230˚ 29´,263˚ 56´
0,20180318,대구,53˚ 8´,28˚ 8´,52˚ 17´,39˚ 52´,6˚ 17´,114˚ 22´,166˚ 6´,230˚ 53´,264˚ 18´
0,20180319,대구,53˚ 31´,28˚ 27´,52˚ 41´,40˚ 8´,6˚ 28´,114˚ 5´,166˚ 5´,231˚ 17´,264˚ 40´
0,20180320,대구,53˚ 55´,28˚ 46´,53˚ 5´,40˚ 23´,6˚ 38´,113˚ 49´,166˚ 5´,231˚ 41´,265˚ 1´
0,20180321,대구,54˚ 19´,29˚ 6´,53˚ 30´,40˚ 39´,6˚ 49´,113˚ 32´,166˚ 4´,232˚ 6´,265˚ 23´
0,20180322,대구,54˚ 43´,29˚ 25´,53˚ 54´,40˚ 54´,6˚ 59´,113˚ 15´,166˚ 4´,232˚ 30´,265˚ 45´
0,20180323,대구,55˚ 6´,29˚ 44´,54˚ 18´,41˚ 9´,7˚ 9´,112˚ 58´,166˚ 3´,232˚ 55´,266˚ 7´
0,20180324,대구,55˚ 30´,30˚ 3´,54˚ 42´,41˚ 24´,7˚ 20´,112˚ 41´,166˚ 3´,233˚ 20´,266˚ 29´
0,20180325,대구,55˚ 53´,30˚ 22´,55˚ 6´,41˚ 39´,7˚ 30´,112˚ 24´,166˚ 3´,233˚ 45´,266˚ 51´
0,20180326,대구,56˚ 17´,30˚ 41´,55˚ 30´,41˚ 54´,7˚ 40´,112˚ 7´,166˚ 2´,234˚ 10´,267˚ 13´
0,20180327,대구,56˚ 41´,31˚ 0´,55˚ 54´,42˚ 9´,7˚ 50´,111˚ 50´,166˚ 2´,234˚ 36´,267˚ 35´
0,20180328,대구,57˚ 4´,31˚ 19´,56˚ 18´,42˚ 23´,8˚ 0´,111˚ 33´,166˚ 2´,235˚ 2´,267˚ 57´
0,20180329,대구,57˚ 27´,31˚ 37´,56˚ 42´,42˚ 38´,8˚ 10´,111˚ 16´,166˚ 2´,235˚ 27´,268˚ 19´
0,20180330,대구,57˚ 51´,31˚ 56´,57˚ 5´,42˚ 52´,8˚ 20´,110˚ 58´,166˚ 1´,235˚ 53´,268˚ 40´
0,20180331,대구,58˚ 14´,32˚ 15´,57˚ 29´,43˚ 6´,8˚ 30´,110˚ 41´,166˚ 1´,236˚ 19´,269˚ 2´
0,20180401,대구,58˚ 37´,32˚ 33´,57˚ 53´,43˚ 20´,8˚ 40´,110˚ 23´,166˚ 1´,236˚ 45´,269˚ 24´
0,20180402,대구,59˚ 0´,32˚ 52´,58˚ 16´,43˚ 34´,8˚ 50´,110˚ 6´,166˚ 1´,237˚ 11´,269˚ 45´
0,20180403,대구,59˚ 23´,33˚ 10´,58˚ 40´,43˚ 48´,8˚ 59´,109˚ 48´,166˚ 0´,237˚ 38´,270˚ 7´
0,20180404,대구,59˚ 46´,33˚ 28´,59˚ 3´,44˚ 1´,9˚ 9´,109˚ 31´,166˚ 0´,238˚ 4´,270˚ 28´
0,20180405,대구,60˚ 9´,33˚ 46´,59˚ 26´,44˚ 15´,9˚ 19´,109˚ 13´,165˚ 59´,238˚ 30´,270˚ 50´
0,20180406,대구,60˚ 32´,34˚ 4´,59˚ 49´,44˚ 28´,9˚ 29´,108˚ 55´,165˚ 59´,238˚ 57´,271˚ 11´
0,20180407,대구,60˚ 54´,34˚ 21´,60˚ 12´,44˚ 41´,9˚ 38´,108˚ 37´,165˚ 58´,239˚ 23´,271˚ 32´
0,20180408,대구,61˚ 17´,34˚ 39´,60˚ 35´,44˚ 54´,9˚ 48´,108˚ 19´,165˚ 57´,239˚ 50´,271˚ 53´
0,20180409,대구,61˚ 39´,34˚ 56´,60˚ 58´,45˚ 7´,9˚ 57´,108˚ 1´,165˚ 56´,240˚ 16´,272˚ 14´
0,20180410,대구,62˚ 2´,35˚ 13´,61˚ 21´,45˚ 20´,10˚ 7´,107˚ 43´,165˚ 55´,240˚ 43´,272˚ 35´
0,20180411,대구,62˚ 24´,35˚ 30´,61˚ 43´,45˚ 33´,10˚ 16´,107˚ 25´,165˚ 54´,241˚ 9´,272˚ 56´
0,20180412,대구,62˚ 46´,35˚ 47´,62˚ 6´,45˚ 45´,10˚ 26´,107˚ 7´,165˚ 53´,241˚ 36´,273˚ 16´
0,20180413,대구,63˚ 8´,36˚ 4´,62˚ 28´,45˚ 58´,10˚ 35´,106˚ 48´,165˚ 52´,242˚ 2´,273˚ 37´
0,20180414,대구,63˚ 29´,36˚ 20´,62˚ 50´,46˚ 10´,10˚ 45´,106˚ 30´,165˚ 50´,242˚ 29´,273˚ 57´
0,20180415,대구,63˚ 51´,36˚ 36´,63˚ 12´,46˚ 22´,10˚ 54´,106˚ 12´,165˚ 48´,242˚ 55´,274˚ 17´
0,20180416,대구,64˚ 12´,36˚ 52´,63˚ 33´,46˚ 34´,11˚ 4´,105˚ 53´,165˚ 46´,243˚ 21´,274˚ 37´
0,20180417,대구,64˚ 33´,37˚ 8´,63˚ 55´,46˚ 46´,11˚ 13´,105˚ 35´,165˚ 44´,243˚ 47´,274˚ 57´
0,20180418,대구,64˚ 55´,37˚ 23´,64˚ 16´,46˚ 57´,11˚ 22´,105˚ 16´,165˚ 42´,244˚ 13´,275˚ 16´
0,20180419,대구,65˚ 15´,37˚ 38´,64˚ 37´,47˚ 9´,11˚ 31´,104˚ 58´,165˚ 39´,244˚ 39´,275˚ 35´
0,20180420,대구,65˚ 36´,37˚ 53´,64˚ 58´,47˚ 20´,11˚ 40´,104˚ 39´,165˚ 37´,245˚ 5´,275˚ 55´
0,20180421,대구,65˚ 57´,38˚ 8´,65˚ 19´,47˚ 31´,11˚ 50´,104˚ 21´,165˚ 34´,245˚ 31´,276˚ 13´
0,20180422,대구,66˚ 17´,38˚ 23´,65˚ 39´,47˚ 42´,11˚ 59´,104˚ 2´,165˚ 30´,245˚ 56´,276˚ 32´
0,20180423,대구,66˚ 37´,38˚ 37´,65˚ 59´,47˚ 53´,12˚ 8´,103˚ 44´,165˚ 27´,246˚ 22´,276˚ 51´
