,전일유입량,저수위(현재),저수량(현재),저수위(예년),저수량(예년),현재저수율,당일유입량,홍수기,저수위변화,저수량변화,강우변화,sin_day_of_week,cos_day_of_week,sin_month,cos_month,sin_week_of_year,cos_week_of_year,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),적설(cm),최저운고(100m ),시정(10m),지면온도(°C),1일후강수량,2일후강수량
2013-06-16,4.4,153.01666666666668,282.59166666666664,148.31,225.5,35.775,4.6,0.0,4.706666666666678,57.09166666666664,-23.800000000000068,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,0.2393156642875576,-0.970941817426052,25.425,0.0572222222222222,1.325,65.5,19.979166666666668,17.3875,1003.6041666666666,1007.3666666666668,0.4591666666666666,0.5771598207913726,12.085373323707644,234.6522728357544,32.020833333333336,0.0838888888888888,0.0936111111111111
2013-06-17,4.6,152.77708333333334,279.425,148.26,225.0,35.37083333333333,3.4,0.0,4.517083333333346,54.42500000000001,-32.09999999999991,0.0,1.0,0.4999999999999999,-0.8660254037844387,0.120536680255323,-0.992708874098054,25.641666666666666,0.0838888888888888,1.4708333333333332,61.458333333333336,19.175,16.754166666666666,998.5083333333332,1002.2458333333334,0.4825,0.5771122432796765,12.087998512393078,234.41552242605528,32.40416666666667,0.0936111111111111,1.1563755020080322
2013-06-18,3.4,152.54916666666665,276.4291666666667,148.28,225.2,34.983333333333334,4.8,0.0,4.269166666666649,51.229166666666686,-39.30000000000001,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0.120536680255323,-0.992708874098054,24.29583333333333,0.0936111111111111,1.8583333333333327,81.625,24.7625,20.9125,993.7791666666668,997.4791666666666,0.0,0.5770646657679803,12.090623701078515,234.1787720163561,25.71666666666667,1.1563755020080322,0.063855421686747
2013-06-19,4.8,152.47583333333333,275.475,148.3,225.4,34.86666666666667,17.7,0.0,4.175833333333316,50.07500000000002,-33.28333333333336,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,0.120536680255323,-0.992708874098054,24.325,1.1563755020080322,1.3833333333333335,80.20833333333333,24.120833333333334,20.491666666666667,995.875,999.6041666666666,0.1208333333333333,0.5770170882562842,12.09324888976395,233.942021606657,27.675,0.063855421686747,0.1216867469879518
2013-06-20,17.7,152.40916666666666,274.6041666666667,148.4,226.5,34.7625,8.0,0.0,4.009166666666658,48.104166666666686,-38.19999999999993,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,0.120536680255323,-0.992708874098054,25.675,0.063855421686747,1.0,71.875,22.875,19.6125,1001.3833333333332,1005.1333333333332,0.2833333333333333,0.576969510744588,12.09587407844939,233.70527119695785,29.45833333333333,0.1216867469879518,0.2914156626506024
2013-06-21,8.0,152.32708333333332,273.5541666666667,148.38,226.30000000000004,34.62916666666667,4.1,1.0,3.9470833333333246,47.25416666666664,-43.09999999999991,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0.120536680255323,-0.992708874098054,24.241666666666664,0.1216867469879518,1.5625,75.33333333333333,22.60833333333333,19.441666666666663,1002.2375,1006.0,0.0541666666666666,0.5769219332328919,12.098499267134828,233.4685207872588,27.629166666666663,0.2914156626506024,0.2417572463768116
2013-06-22,4.1,152.23666666666665,272.3833333333333,148.34,225.9,34.46666666666667,6.599999999999999,1.0,3.896666666666647,46.48333333333332,-48.26249999999999,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,0.120536680255323,-0.992708874098054,24.054166666666664,0.2914156626506024,1.3791666666666669,69.5,20.20833333333333,17.645833333333332,1003.5083333333332,1007.2791666666668,0.1833333333333333,0.5768743557211958,12.101124455820262,233.23177037755963,29.566666666666663,0.2417572463768116,0.1347826086956521
2013-06-23,6.599999999999999,152.15,271.2625,148.29,225.30000000000004,34.35833333333333,9.6,1.0,3.8600000000000136,45.96249999999995,-45.48749999999996,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,0.120536680255323,-0.992708874098054,21.454166666666666,0.2417572463768116,0.8875000000000001,84.54166666666667,21.433333333333334,18.59583333333333,1003.3916666666668,1007.1833333333334,0.0083333333333333,0.5768267782094997,12.1037496445057,232.9950199678605,24.495833333333334,0.1347826086956521,0.4255434782608696
2013-06-24,9.6,152.06458333333333,270.175,148.38,226.30000000000004,34.21666666666666,5.8,1.0,3.684583333333336,43.87499999999997,-58.69999999999993,0.0,1.0,0.4999999999999999,-0.8660254037844387,-3.216245299353273e-16,-1.0,22.975,0.1347826086956521,1.025,71.41666666666667,19.175,16.783333333333335,1002.0583333333334,1005.8166666666666,0.2875,0.5767792006978035,12.106374833191134,232.7582695581613,27.195833333333336,0.4255434782608696,0.7081953642384106
2013-06-25,5.8,151.98166666666663,269.1083333333333,148.7,229.9,34.0625,6.7,1.0,3.281666666666638,39.208333333333286,-70.94999999999999,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,-3.216245299353273e-16,-1.0,21.8875,0.4255434782608696,0.9541666666666666,80.29166666666667,20.77083333333333,18.09583333333333,1003.0875,1006.8833333333332,0.0333333333333333,0.5767316231861074,12.109000021876572,232.5215191484622,24.875,0.7081953642384106,0.4165562913907285
